index,electricity_gen_bulk_1111_0_south_kwh,irrad_bulk_1111_0_south_kwh,surface_capacity_1111_0_south_kwp,surface_area_1111_0_south_m2,electricity_specific_yield_1111_0_south_kwh_kwp,electricity_gen_intensity_1111_0_south_kwh_m2,irrad_intensity_1111_0_south_kwh_m2,self_sufficiency_1111_0_south_percent,self_consumption_1111_0_south_percent,irrad_whole_building_kwh,electricity_gen_bulk_building_kwh,electricity_demand_building_kwh,self_sufficiency_building_percent,self_consumption_building_percent
2023-06-30 12:00:00,0.939,7.033,19.74,98.112,0.048,0.01,0.072,0.0,0.0,7.033,0.939,0,0,0
