index,electricity_gen_bulk_1111_0_south_kwh,irrad_bulk_1111_0_south_kwh,surface_capacity_1111_0_south_kwp,surface_area_1111_0_south_m2,electricity_specific_yield_1111_0_south_kwh_kwp,electricity_gen_intensity_1111_0_south_kwh_m2,irrad_intensity_1111_0_south_kwh_m2,self_sufficiency_1111_0_south_percent,self_consumption_1111_0_south_percent,irrad_whole_building_kwh,electricity_gen_bulk_building_kwh,electricity_demand_building_kwh,self_sufficiency_building_percent,self_consumption_building_percent
2023-06-30 12:00:00,1.0682199999999988,7.033,19.74,98.112,0.054114488348530845,0.010887760926288311,0.072,0,0,7.033,1.0682199999999988,0,0,0
