,X,Y,Z,X_v,Y_v,Z_v
91,4.13493537903,1.43770158291,0.265116065741,0.0,-1.0,0.0
92,4.13493537903,1.43770158291,0.795348197222,0.0,-1.0,0.0
93,4.13493537903,1.43770158291,1.3255802989,0.0,-1.0,0.0
94,4.13493537903,1.43770158291,1.85581243038,0.0,-1.0,0.0
95,4.13493537903,1.43770158291,2.38604450226,0.0,-1.0,0.0
96,4.13493537903,1.43770158291,2.91627657413,0.0,-1.0,0.0
97,4.13493537903,1.43770158291,3.44650864601,0.0,-1.0,0.0
98,4.13493537903,1.43770158291,3.9767408371,0.0,-1.0,0.0
99,4.13493537903,1.43770158291,4.50697302818,0.0,-1.0,0.0
100,4.13493537903,1.43770158291,5.03720498085,0.0,-1.0,0.0
101,4.13493537903,1.43770158291,5.56743717194,0.0,-1.0,0.0
102,4.13493537903,1.43770158291,6.09766936302,0.0,-1.0,0.0
103,4.13493537903,1.43770158291,6.62790131569,0.0,-1.0,0.0
104,4.63673210144,1.43770158291,0.265116065741,0.0,-1.0,0.0
105,4.63673210144,1.43770158291,0.795348197222,0.0,-1.0,0.0
106,4.63673210144,1.43770158291,1.3255802989,0.0,-1.0,0.0
107,4.63673210144,1.43770158291,1.85581243038,0.0,-1.0,0.0
108,4.63673210144,1.43770158291,2.38604450226,0.0,-1.0,0.0
109,4.63673210144,1.43770158291,2.91627657413,0.0,-1.0,0.0
110,4.63673210144,1.43770158291,3.44650864601,0.0,-1.0,0.0
111,4.63673210144,1.43770158291,3.9767408371,0.0,-1.0,0.0
112,4.63673210144,1.43770158291,4.50697302818,0.0,-1.0,0.0
113,4.63673210144,1.43770158291,5.03720498085,0.0,-1.0,0.0
114,4.63673210144,1.43770158291,5.56743717194,0.0,-1.0,0.0
115,4.63673210144,1.43770158291,6.09766936302,0.0,-1.0,0.0
116,4.63673210144,1.43770158291,6.62790131569,0.0,-1.0,0.0
117,5.13852882385,1.43770158291,0.265116065741,0.0,-1.0,0.0
118,5.13852882385,1.43770158291,0.795348197222,0.0,-1.0,0.0
119,5.13852882385,1.43770158291,1.3255802989,0.0,-1.0,0.0
120,5.13852882385,1.43770158291,1.85581243038,0.0,-1.0,0.0
121,5.13852882385,1.43770158291,2.38604450226,0.0,-1.0,0.0
122,5.13852882385,1.43770158291,2.91627657413,0.0,-1.0,0.0
123,5.13852882385,1.43770158291,3.44650864601,0.0,-1.0,0.0
124,5.13852882385,1.43770158291,3.9767408371,0.0,-1.0,0.0
125,5.13852882385,1.43770158291,4.50697302818,0.0,-1.0,0.0
126,5.13852882385,1.43770158291,5.03720498085,0.0,-1.0,0.0
127,5.13852882385,1.43770158291,5.56743717194,0.0,-1.0,0.0
128,5.13852882385,1.43770158291,6.09766936302,0.0,-1.0,0.0
129,5.13852882385,1.43770158291,6.62790131569,0.0,-1.0,0.0
130,5.64032554626,1.43770158291,0.265116065741,0.0,-1.0,0.0
131,5.64032554626,1.43770158291,0.795348197222,0.0,-1.0,0.0
132,5.64032554626,1.43770158291,1.3255802989,0.0,-1.0,0.0
133,5.64032554626,1.43770158291,1.85581243038,0.0,-1.0,0.0
134,5.64032554626,1.43770158291,2.38604450226,0.0,-1.0,0.0
135,5.64032554626,1.43770158291,2.91627657413,0.0,-1.0,0.0
136,5.64032554626,1.43770158291,3.44650864601,0.0,-1.0,0.0
137,5.64032554626,1.43770158291,3.9767408371,0.0,-1.0,0.0
138,5.64032554626,1.43770158291,4.50697302818,0.0,-1.0,0.0
139,5.64032554626,1.43770158291,5.03720498085,0.0,-1.0,0.0
140,5.64032554626,1.43770158291,5.56743717194,0.0,-1.0,0.0
141,5.64032554626,1.43770158291,6.09766936302,0.0,-1.0,0.0
142,5.64032554626,1.43770158291,6.62790131569,0.0,-1.0,0.0
143,6.14212226868,1.43770158291,0.265116065741,0.0,-1.0,0.0
144,6.14212226868,1.43770158291,0.795348197222,0.0,-1.0,0.0
145,6.14212226868,1.43770158291,1.3255802989,0.0,-1.0,0.0
146,6.14212226868,1.43770158291,1.85581243038,0.0,-1.0,0.0
147,6.14212226868,1.43770158291,2.38604450226,0.0,-1.0,0.0
148,6.14212226868,1.43770158291,2.91627657413,0.0,-1.0,0.0
149,6.14212226868,1.43770158291,3.44650864601,0.0,-1.0,0.0
150,6.14212226868,1.43770158291,3.9767408371,0.0,-1.0,0.0
151,6.14212226868,1.43770158291,4.50697302818,0.0,-1.0,0.0
152,6.14212226868,1.43770158291,5.03720498085,0.0,-1.0,0.0
153,6.14212226868,1.43770158291,5.56743717194,0.0,-1.0,0.0
154,6.14212226868,1.43770158291,6.09766936302,0.0,-1.0,0.0
155,6.14212226868,1.43770158291,6.62790131569,0.0,-1.0,0.0
156,6.64391899109,1.43770158291,0.265116065741,0.0,-1.0,0.0
157,6.64391899109,1.43770158291,0.795348197222,0.0,-1.0,0.0
158,6.64391899109,1.43770158291,1.3255802989,0.0,-1.0,0.0
159,6.64391899109,1.43770158291,1.85581243038,0.0,-1.0,0.0
160,6.64391899109,1.43770158291,2.38604450226,0.0,-1.0,0.0
161,6.64391899109,1.43770158291,2.91627657413,0.0,-1.0,0.0
162,6.64391899109,1.43770158291,3.44650864601,0.0,-1.0,0.0
163,6.64391899109,1.43770158291,3.9767408371,0.0,-1.0,0.0
164,6.64391899109,1.43770158291,4.50697302818,0.0,-1.0,0.0
165,6.64391899109,1.43770158291,5.03720498085,0.0,-1.0,0.0
166,6.64391899109,1.43770158291,5.56743717194,0.0,-1.0,0.0
167,6.64391899109,1.43770158291,6.09766936302,0.0,-1.0,0.0
168,6.64391899109,1.43770158291,6.62790131569,0.0,-1.0,0.0
169,7.1457157135,1.43770158291,0.265116065741,0.0,-1.0,0.0
170,7.1457157135,1.43770158291,0.795348197222,0.0,-1.0,0.0
171,7.1457157135,1.43770158291,1.3255802989,0.0,-1.0,0.0
172,7.1457157135,1.43770158291,1.85581243038,0.0,-1.0,0.0
173,7.1457157135,1.43770158291,2.38604450226,0.0,-1.0,0.0
174,7.1457157135,1.43770158291,2.91627657413,0.0,-1.0,0.0
175,7.1457157135,1.43770158291,3.44650864601,0.0,-1.0,0.0
176,7.1457157135,1.43770158291,3.9767408371,0.0,-1.0,0.0
177,7.1457157135,1.43770158291,4.50697302818,0.0,-1.0,0.0
178,7.1457157135,1.43770158291,5.03720498085,0.0,-1.0,0.0
179,7.1457157135,1.43770158291,5.56743717194,0.0,-1.0,0.0
180,7.1457157135,1.43770158291,6.09766936302,0.0,-1.0,0.0
181,7.1457157135,1.43770158291,6.62790131569,0.0,-1.0,0.0
182,7.64751243591,1.43770158291,0.265116065741,0.0,-1.0,0.0
183,7.64751243591,1.43770158291,0.795348197222,0.0,-1.0,0.0
184,7.64751243591,1.43770158291,1.3255802989,0.0,-1.0,0.0
185,7.64751243591,1.43770158291,1.85581243038,0.0,-1.0,0.0
186,7.64751243591,1.43770158291,2.38604450226,0.0,-1.0,0.0
187,7.64751243591,1.43770158291,2.91627657413,0.0,-1.0,0.0
188,7.64751243591,1.43770158291,3.44650864601,0.0,-1.0,0.0
189,7.64751243591,1.43770158291,3.9767408371,0.0,-1.0,0.0
190,7.64751243591,1.43770158291,4.50697302818,0.0,-1.0,0.0
191,7.64751243591,1.43770158291,5.03720498085,0.0,-1.0,0.0
192,7.64751243591,1.43770158291,5.56743717194,0.0,-1.0,0.0
193,7.64751243591,1.43770158291,6.09766936302,0.0,-1.0,0.0
194,7.64751243591,1.43770158291,6.62790131569,0.0,-1.0,0.0
195,8.14930915833,1.43770158291,0.265116065741,0.0,-1.0,0.0
196,8.14930915833,1.43770158291,0.795348197222,0.0,-1.0,0.0
197,8.14930915833,1.43770158291,1.3255802989,0.0,-1.0,0.0
198,8.14930915833,1.43770158291,1.85581243038,0.0,-1.0,0.0
199,8.14930915833,1.43770158291,2.38604450226,0.0,-1.0,0.0
200,8.14930915833,1.43770158291,2.91627657413,0.0,-1.0,0.0
201,8.14930915833,1.43770158291,3.44650864601,0.0,-1.0,0.0
202,8.14930915833,1.43770158291,3.9767408371,0.0,-1.0,0.0
203,8.14930915833,1.43770158291,4.50697302818,0.0,-1.0,0.0
204,8.14930915833,1.43770158291,5.03720498085,0.0,-1.0,0.0
205,8.14930915833,1.43770158291,5.56743717194,0.0,-1.0,0.0
206,8.14930915833,1.43770158291,6.09766936302,0.0,-1.0,0.0
207,8.14930915833,1.43770158291,6.62790131569,0.0,-1.0,0.0
208,8.65110588074,1.43770158291,0.265116065741,0.0,-1.0,0.0
209,8.65110588074,1.43770158291,0.795348197222,0.0,-1.0,0.0
210,8.65110588074,1.43770158291,1.3255802989,0.0,-1.0,0.0
211,8.65110588074,1.43770158291,1.85581243038,0.0,-1.0,0.0
212,8.65110588074,1.43770158291,2.38604450226,0.0,-1.0,0.0
213,8.65110588074,1.43770158291,2.91627657413,0.0,-1.0,0.0
214,8.65110588074,1.43770158291,3.44650864601,0.0,-1.0,0.0
215,8.65110588074,1.43770158291,3.9767408371,0.0,-1.0,0.0
216,8.65110588074,1.43770158291,4.50697302818,0.0,-1.0,0.0
217,8.65110588074,1.43770158291,5.03720498085,0.0,-1.0,0.0
218,8.65110588074,1.43770158291,5.56743717194,0.0,-1.0,0.0
219,8.65110588074,1.43770158291,6.09766936302,0.0,-1.0,0.0
220,8.65110588074,1.43770158291,6.62790131569,0.0,-1.0,0.0
221,9.15290260315,1.43770158291,0.265116065741,0.0,-1.0,0.0
222,9.15290260315,1.43770158291,0.795348197222,0.0,-1.0,0.0
223,9.15290260315,1.43770158291,1.3255802989,0.0,-1.0,0.0
224,9.15290260315,1.43770158291,1.85581243038,0.0,-1.0,0.0
225,9.15290260315,1.43770158291,2.38604450226,0.0,-1.0,0.0
226,9.15290260315,1.43770158291,2.91627657413,0.0,-1.0,0.0
227,9.15290260315,1.43770158291,3.44650864601,0.0,-1.0,0.0
228,9.15290260315,1.43770158291,3.9767408371,0.0,-1.0,0.0
229,9.15290260315,1.43770158291,4.50697302818,0.0,-1.0,0.0
230,9.15290260315,1.43770158291,5.03720498085,0.0,-1.0,0.0
231,9.15290260315,1.43770158291,5.56743717194,0.0,-1.0,0.0
232,9.15290260315,1.43770158291,6.09766936302,0.0,-1.0,0.0
233,9.15290260315,1.43770158291,6.62790131569,0.0,-1.0,0.0
234,9.65469932556,1.43770158291,0.265116065741,0.0,-1.0,0.0
235,9.65469932556,1.43770158291,0.795348197222,0.0,-1.0,0.0
236,9.65469932556,1.43770158291,1.3255802989,0.0,-1.0,0.0
237,9.65469932556,1.43770158291,1.85581243038,0.0,-1.0,0.0
238,9.65469932556,1.43770158291,2.38604450226,0.0,-1.0,0.0
239,9.65469932556,1.43770158291,2.91627657413,0.0,-1.0,0.0
240,9.65469932556,1.43770158291,3.44650864601,0.0,-1.0,0.0
241,9.65469932556,1.43770158291,3.9767408371,0.0,-1.0,0.0
242,9.65469932556,1.43770158291,4.50697302818,0.0,-1.0,0.0
243,9.65469932556,1.43770158291,5.03720498085,0.0,-1.0,0.0
244,9.65469932556,1.43770158291,5.56743717194,0.0,-1.0,0.0
245,9.65469932556,1.43770158291,6.09766936302,0.0,-1.0,0.0
246,9.65469932556,1.43770158291,6.62790131569,0.0,-1.0,0.0
247,10.156496048,1.43770158291,0.265116065741,0.0,-1.0,0.0
248,10.156496048,1.43770158291,0.795348197222,0.0,-1.0,0.0
249,10.156496048,1.43770158291,1.3255802989,0.0,-1.0,0.0
250,10.156496048,1.43770158291,1.85581243038,0.0,-1.0,0.0
251,10.156496048,1.43770158291,2.38604450226,0.0,-1.0,0.0
252,10.156496048,1.43770158291,2.91627657413,0.0,-1.0,0.0
253,10.156496048,1.43770158291,3.44650864601,0.0,-1.0,0.0
254,10.156496048,1.43770158291,3.9767408371,0.0,-1.0,0.0
255,10.156496048,1.43770158291,4.50697302818,0.0,-1.0,0.0
256,10.156496048,1.43770158291,5.03720498085,0.0,-1.0,0.0
257,10.156496048,1.43770158291,5.56743717194,0.0,-1.0,0.0
258,10.156496048,1.43770158291,6.09766936302,0.0,-1.0,0.0
259,10.156496048,1.43770158291,6.62790131569,0.0,-1.0,0.0
260,10.6582927704,1.43770158291,0.265116065741,0.0,-1.0,0.0
261,10.6582927704,1.43770158291,0.795348197222,0.0,-1.0,0.0
262,10.6582927704,1.43770158291,1.3255802989,0.0,-1.0,0.0
263,10.6582927704,1.43770158291,1.85581243038,0.0,-1.0,0.0
264,10.6582927704,1.43770158291,2.38604450226,0.0,-1.0,0.0
265,10.6582927704,1.43770158291,2.91627657413,0.0,-1.0,0.0
266,10.6582927704,1.43770158291,3.44650864601,0.0,-1.0,0.0
267,10.6582927704,1.43770158291,3.9767408371,0.0,-1.0,0.0
268,10.6582927704,1.43770158291,4.50697302818,0.0,-1.0,0.0
269,10.6582927704,1.43770158291,5.03720498085,0.0,-1.0,0.0
270,10.6582927704,1.43770158291,5.56743717194,0.0,-1.0,0.0
271,10.6582927704,1.43770158291,6.09766936302,0.0,-1.0,0.0
272,10.6582927704,1.43770158291,6.62790131569,0.0,-1.0,0.0
273,11.1600894928,1.43770158291,0.265116065741,0.0,-1.0,0.0
274,11.1600894928,1.43770158291,0.795348197222,0.0,-1.0,0.0
275,11.1600894928,1.43770158291,1.3255802989,0.0,-1.0,0.0
276,11.1600894928,1.43770158291,1.85581243038,0.0,-1.0,0.0
277,11.1600894928,1.43770158291,2.38604450226,0.0,-1.0,0.0
278,11.1600894928,1.43770158291,2.91627657413,0.0,-1.0,0.0
279,11.1600894928,1.43770158291,3.44650864601,0.0,-1.0,0.0
280,11.1600894928,1.43770158291,3.9767408371,0.0,-1.0,0.0
281,11.1600894928,1.43770158291,4.50697302818,0.0,-1.0,0.0
282,11.1600894928,1.43770158291,5.03720498085,0.0,-1.0,0.0
283,11.1600894928,1.43770158291,5.56743717194,0.0,-1.0,0.0
284,11.1600894928,1.43770158291,6.09766936302,0.0,-1.0,0.0
285,11.1600894928,1.43770158291,6.62790131569,0.0,-1.0,0.0
286,11.6618862152,1.43770158291,0.265116065741,0.0,-1.0,0.0
287,11.6618862152,1.43770158291,0.795348197222,0.0,-1.0,0.0
288,11.6618862152,1.43770158291,1.3255802989,0.0,-1.0,0.0
289,11.6618862152,1.43770158291,1.85581243038,0.0,-1.0,0.0
290,11.6618862152,1.43770158291,2.38604450226,0.0,-1.0,0.0
291,11.6618862152,1.43770158291,2.91627657413,0.0,-1.0,0.0
292,11.6618862152,1.43770158291,3.44650864601,0.0,-1.0,0.0
293,11.6618862152,1.43770158291,3.9767408371,0.0,-1.0,0.0
294,11.6618862152,1.43770158291,4.50697302818,0.0,-1.0,0.0
295,11.6618862152,1.43770158291,5.03720498085,0.0,-1.0,0.0
296,11.6618862152,1.43770158291,5.56743717194,0.0,-1.0,0.0
297,11.6618862152,1.43770158291,6.09766936302,0.0,-1.0,0.0
298,11.6618862152,1.43770158291,6.62790131569,0.0,-1.0,0.0
299,12.1636829376,1.43770158291,0.265116065741,0.0,-1.0,0.0
300,12.1636829376,1.43770158291,0.795348197222,0.0,-1.0,0.0
301,12.1636829376,1.43770158291,1.3255802989,0.0,-1.0,0.0
302,12.1636829376,1.43770158291,1.85581243038,0.0,-1.0,0.0
303,12.1636829376,1.43770158291,2.38604450226,0.0,-1.0,0.0
304,12.1636829376,1.43770158291,2.91627657413,0.0,-1.0,0.0
305,12.1636829376,1.43770158291,3.44650864601,0.0,-1.0,0.0
306,12.1636829376,1.43770158291,3.9767408371,0.0,-1.0,0.0
307,12.1636829376,1.43770158291,4.50697302818,0.0,-1.0,0.0
308,12.1636829376,1.43770158291,5.03720498085,0.0,-1.0,0.0
309,12.1636829376,1.43770158291,5.56743717194,0.0,-1.0,0.0
310,12.1636829376,1.43770158291,6.09766936302,0.0,-1.0,0.0
311,12.1636829376,1.43770158291,6.62790131569,0.0,-1.0,0.0
312,12.66547966,1.43770158291,0.265116065741,0.0,-1.0,0.0
313,12.66547966,1.43770158291,0.795348197222,0.0,-1.0,0.0
314,12.66547966,1.43770158291,1.3255802989,0.0,-1.0,0.0
315,12.66547966,1.43770158291,1.85581243038,0.0,-1.0,0.0
316,12.66547966,1.43770158291,2.38604450226,0.0,-1.0,0.0
317,12.66547966,1.43770158291,2.91627657413,0.0,-1.0,0.0
318,12.66547966,1.43770158291,3.44650864601,0.0,-1.0,0.0
319,12.66547966,1.43770158291,3.9767408371,0.0,-1.0,0.0
320,12.66547966,1.43770158291,4.50697302818,0.0,-1.0,0.0
321,12.66547966,1.43770158291,5.03720498085,0.0,-1.0,0.0
322,12.66547966,1.43770158291,5.56743717194,0.0,-1.0,0.0
323,12.66547966,1.43770158291,6.09766936302,0.0,-1.0,0.0
324,12.66547966,1.43770158291,6.62790131569,0.0,-1.0,0.0
325,13.1672763824,1.43770158291,0.265116065741,0.0,-1.0,0.0
326,13.1672763824,1.43770158291,0.795348197222,0.0,-1.0,0.0
327,13.1672763824,1.43770158291,1.3255802989,0.0,-1.0,0.0
328,13.1672763824,1.43770158291,1.85581243038,0.0,-1.0,0.0
329,13.1672763824,1.43770158291,2.38604450226,0.0,-1.0,0.0
330,13.1672763824,1.43770158291,2.91627657413,0.0,-1.0,0.0
331,13.1672763824,1.43770158291,3.44650864601,0.0,-1.0,0.0
332,13.1672763824,1.43770158291,3.9767408371,0.0,-1.0,0.0
333,13.1672763824,1.43770158291,4.50697302818,0.0,-1.0,0.0
334,13.1672763824,1.43770158291,5.03720498085,0.0,-1.0,0.0
335,13.1672763824,1.43770158291,5.56743717194,0.0,-1.0,0.0
336,13.1672763824,1.43770158291,6.09766936302,0.0,-1.0,0.0
337,13.1672763824,1.43770158291,6.62790131569,0.0,-1.0,0.0
338,13.6690731049,1.43770158291,0.265116065741,0.0,-1.0,0.0
339,13.6690731049,1.43770158291,0.795348197222,0.0,-1.0,0.0
340,13.6690731049,1.43770158291,1.3255802989,0.0,-1.0,0.0
341,13.6690731049,1.43770158291,1.85581243038,0.0,-1.0,0.0
342,13.6690731049,1.43770158291,2.38604450226,0.0,-1.0,0.0
343,13.6690731049,1.43770158291,2.91627657413,0.0,-1.0,0.0
344,13.6690731049,1.43770158291,3.44650864601,0.0,-1.0,0.0
345,13.6690731049,1.43770158291,3.9767408371,0.0,-1.0,0.0
346,13.6690731049,1.43770158291,4.50697302818,0.0,-1.0,0.0
347,13.6690731049,1.43770158291,5.03720498085,0.0,-1.0,0.0
348,13.6690731049,1.43770158291,5.56743717194,0.0,-1.0,0.0
349,13.6690731049,1.43770158291,6.09766936302,0.0,-1.0,0.0
350,13.6690731049,1.43770158291,6.62790131569,0.0,-1.0,0.0
351,14.1708698273,1.43770158291,0.265116065741,0.0,-1.0,0.0
352,14.1708698273,1.43770158291,0.795348197222,0.0,-1.0,0.0
353,14.1708698273,1.43770158291,1.3255802989,0.0,-1.0,0.0
354,14.1708698273,1.43770158291,1.85581243038,0.0,-1.0,0.0
355,14.1708698273,1.43770158291,2.38604450226,0.0,-1.0,0.0
356,14.1708698273,1.43770158291,2.91627657413,0.0,-1.0,0.0
357,14.1708698273,1.43770158291,3.44650864601,0.0,-1.0,0.0
358,14.1708698273,1.43770158291,3.9767408371,0.0,-1.0,0.0
359,14.1708698273,1.43770158291,4.50697302818,0.0,-1.0,0.0
360,14.1708698273,1.43770158291,5.03720498085,0.0,-1.0,0.0
361,14.1708698273,1.43770158291,5.56743717194,0.0,-1.0,0.0
362,14.1708698273,1.43770158291,6.09766936302,0.0,-1.0,0.0
363,14.1708698273,1.43770158291,6.62790131569,0.0,-1.0,0.0
364,14.6726665497,1.43770158291,0.265116065741,0.0,-1.0,0.0
365,14.6726665497,1.43770158291,0.795348197222,0.0,-1.0,0.0
366,14.6726665497,1.43770158291,1.3255802989,0.0,-1.0,0.0
367,14.6726665497,1.43770158291,1.85581243038,0.0,-1.0,0.0
368,14.6726665497,1.43770158291,2.38604450226,0.0,-1.0,0.0
369,14.6726665497,1.43770158291,2.91627657413,0.0,-1.0,0.0
370,14.6726665497,1.43770158291,3.44650864601,0.0,-1.0,0.0
371,14.6726665497,1.43770158291,3.9767408371,0.0,-1.0,0.0
372,14.6726665497,1.43770158291,4.50697302818,0.0,-1.0,0.0
373,14.6726665497,1.43770158291,5.03720498085,0.0,-1.0,0.0
374,14.6726665497,1.43770158291,5.56743717194,0.0,-1.0,0.0
375,14.6726665497,1.43770158291,6.09766936302,0.0,-1.0,0.0
376,14.6726665497,1.43770158291,6.62790131569,0.0,-1.0,0.0
377,15.1744632721,1.43770158291,0.265116065741,0.0,-1.0,0.0
378,15.1744632721,1.43770158291,0.795348197222,0.0,-1.0,0.0
379,15.1744632721,1.43770158291,1.3255802989,0.0,-1.0,0.0
380,15.1744632721,1.43770158291,1.85581243038,0.0,-1.0,0.0
381,15.1744632721,1.43770158291,2.38604450226,0.0,-1.0,0.0
382,15.1744632721,1.43770158291,2.91627657413,0.0,-1.0,0.0
383,15.1744632721,1.43770158291,3.44650864601,0.0,-1.0,0.0
384,15.1744632721,1.43770158291,3.9767408371,0.0,-1.0,0.0
385,15.1744632721,1.43770158291,4.50697302818,0.0,-1.0,0.0
386,15.1744632721,1.43770158291,5.03720498085,0.0,-1.0,0.0
