result_key,surface_power [wh],runtime [sec]
rows_55_c1s,8085.000000000001,1.29
rows_55_c1c,5831.0,1.29
rows_55_c1m,8608.487999999994,1.29
rows_55_c2s,7712.0,64.79
rows_55_c2c,6162.0,64.79
rows_55_c2m,7857.323999999991,64.79
rows_60_a1,3874.63,0.02
rows_60_a2,12466.21,0.16
rows_60_a3,10747.89,1.29
rows_60_a4,6108.44,1.27
rows_60_b1,11238.84,1.07
rows_60_b2,10829.72,88.03
rows_60_c1s,7911.0,1.25
rows_60_c1c,5676.0,1.25
rows_60_c1m,8416.727999999997,1.25
rows_60_c2s,7075.0,64.26
rows_60_c2c,5226.0,64.26
rows_60_c2m,7211.726000000008,64.26
rows_65_a1,3432.42,0.02
rows_65_a2,12245.1,0.16
rows_65_a3,8720.03,1.28
rows_65_a4,5547.46,1.29
rows_65_b1,8468.24,1.07
rows_65_b2,9727.19,79.28
rows_65_c1s,5706.0,1.3
rows_65_c1c,4235.0,1.3
rows_65_c1m,6313.116000000003,1.3
rows_65_c2s,5827.0,64.8
rows_65_c2c,4913.0,64.8
rows_65_c2m,5958.128999999995,64.8
rows_70_a1,2717.5,0.02
rows_70_a2,2717.5,0.16
rows_70_a3,8219.58,1.29
rows_70_a4,4734.93,1.28
rows_70_b1,7957.58,1.07
rows_70_b2,7957.58,80.27
rows_70_c1s,5490.0,1.24
rows_70_c1c,4038.9999999999995,1.24
rows_70_c1m,6075.096000000002,1.24
rows_70_c2s,5387.0,64.62
rows_70_c2c,4215.0,64.62
rows_70_c2m,5515.635000000007,64.62
rows_75_a1,1973.16,0.02
rows_75_a2,1973.16,0.16
rows_75_a3,5790.09,1.28
rows_75_a4,3690.78,1.28
rows_75_b1,7425.91,1.07
rows_75_b2,6971.52,80.18
rows_75_c1s,5275.0,1.3
rows_75_c1c,3853.0,1.3
rows_75_c1m,5838.216000000003,1.3
rows_75_c2s,4739.0,64.15
rows_75_c2c,3552.0,64.15
rows_75_c2m,4856.582,64.15
rows_80_a1,1347.7,0.02
rows_80_a2,1347.7,0.16
rows_80_a3,5289.72,1.27
rows_80_a4,2924.5,1.27
rows_80_b1,4163.42,1.08
rows_80_b2,5102.0,79.17
rows_80_c1s,2905.0,1.21
rows_80_c1c,2336.0,1.21
rows_80_c1m,3548.2320000000036,1.21
rows_80_c2s,3080.0,63.96
rows_80_c2c,2422.0,63.96
rows_80_c2m,3206.2339999999986,63.96
rows_85_a1,841.1,0.02
rows_85_a2,841.1,0.16
rows_85_a3,2862.77,1.27
rows_85_a4,2256.27,1.27
rows_85_b1,3729.2,1.08
rows_85_b2,3729.2,80.73
rows_85_c1s,2650.0,1.31
rows_85_c1c,2119.0,1.31
rows_85_c1m,3268.080000000002,1.31
rows_85_c2s,2832.0,64.35
rows_85_c2c,2198.0,64.35
rows_85_c2m,2922.9309999999996,64.35
rows_90_a1,453.37,0.02
rows_90_a2,453.37,0.16
rows_90_a3,2513.81,1.28
rows_90_a4,1895.67,1.27
rows_90_b1,3396.85,1.07
rows_90_b2,2415.69,80.42
rows_90_c1s,2399.0,1.25
rows_90_c1c,1901.0,1.25
rows_90_c1m,2990.951999999998,1.25
rows_90_c2s,1654.0,64.2
rows_90_c2c,1047.0,64.2
rows_90_c2m,1730.7180000000021,64.2
columns_10_a1,21057.78,0.02
columns_10_a2,21057.78,0.16
columns_10_a3,19208.66,1.27
columns_10_a4,18469.01,1.28
columns_10_b1,19516.85,1.07
columns_10_b2,19208.66,79.97
columns_10_c1s,13905.0,1.32
columns_10_c1c,11890.0,1.32
columns_10_c1m,14726.845000000012,1.32
columns_10_c2s,12932.0,64.45
columns_10_c2c,10898.0,64.45
columns_10_c2m,13113.075000000023,64.45
columns_15_a1,21057.78,0.02
columns_15_a2,17954.49,0.16
columns_15_a3,19195.81,1.27
columns_15_a4,17520.03,1.28
columns_15_b1,17954.49,1.08
columns_15_b2,18264.82,80.84
columns_15_c1s,11939.0,1.25
columns_15_c1c,10068.0,1.25
columns_15_c1m,13568.968000000013,1.25
columns_15_c2s,12067.0,64.63
columns_15_c2c,10556.0,64.63
columns_15_c2m,12436.031000000025,64.63
columns_20_a1,21057.78,0.02
columns_20_a2,17933.62,0.16
columns_20_a3,17308.78,1.28
columns_20_a4,16558.98,1.28
columns_20_b1,17933.62,1.06
columns_20_b2,17308.78,86.27
columns_20_c1s,11940.0,1.32
columns_20_c1c,10059.0,1.32
columns_20_c1m,13559.756000000014,1.32
columns_20_c2s,11328.0,64.8
columns_20_c2c,10003.0,64.8
columns_20_c2m,11660.890000000018,64.8
columns_25_a1,21057.78,0.02
columns_25_a2,17913.29,0.16
columns_25_a3,15397.7,1.29
columns_25_a4,15586.37,1.28
columns_25_b1,16341.05,1.06
columns_25_b2,16341.05,83.38
columns_25_c1s,9977.0,1.22
columns_25_c1c,8124.000000000001,1.22
columns_25_c1m,12388.068000000005,1.22
columns_25_c2s,10829.0,64.57
columns_25_c2c,9473.0,64.57
columns_25_c2m,11324.690000000019,64.57
columns_30_a1,21057.78,0.02
columns_30_a2,14729.26,0.16
columns_30_a3,15362.11,1.27
columns_30_a4,14602.69,1.28
columns_30_b1,14729.26,1.07
columns_30_b2,15362.11,82.55
columns_30_c1s,8023.0,1.34
columns_30_c1c,6341.0,1.34
columns_30_c1m,11207.196000000009,1.34
columns_30_c2s,9723.0,65.26
columns_30_c2c,8318.0,65.26
columns_30_c2m,10246.94100000001,65.26
columns_35_a1,21057.78,0.02
columns_35_a2,14690.82,0.16
columns_35_a3,13417.43,1.29
columns_35_a4,13608.44,1.28
columns_35_b1,14690.82,1.07
columns_35_b2,14372.47,86.17
columns_35_c1s,8025.0,1.22
columns_35_c1c,6335.0,1.22
columns_35_c1m,11188.799999999996,1.22
columns_35_c2s,9228.0,64.41
columns_35_c2c,8005.000000000001,64.41
columns_35_c2m,9889.862000000005,64.41
columns_40_a1,21057.78,0.02
columns_40_a2,14653.48,0.16
columns_40_a3,13372.62,1.29
columns_40_a4,12604.1,1.28
columns_40_b1,13052.4,1.08
columns_40_b2,13372.62,81.36
columns_40_c1s,6081.0,1.32
columns_40_c1c,4537.0,1.32
columns_40_c1m,9994.201000000006,1.32
columns_40_c2s,8365.0,64.12
columns_40_c2c,6840.0,64.12
columns_40_c2m,9126.775000000003,64.12
columns_45_a1,21057.78,0.02
columns_45_a2,11396.96,0.16
columns_45_a3,11396.96,1.28
columns_45_a4,11590.18,1.27
columns_45_b1,13007.1,1.07
columns_45_b2,12363.04,79.05
columns_45_c1s,6084.0,1.21
columns_45_c1c,4538.0,1.21
columns_45_c1m,9971.275999999994,1.21
columns_45_c2s,7628.0,64.37
columns_45_c2c,6553.0,64.37
columns_45_c2m,8383.955999999998,64.37
columns_50_a1,1630.71,0.02
columns_50_a2,11344.25,0.16
columns_50_a3,11344.25,1.27
columns_50_a4,10567.17,1.28
columns_50_b1,11344.25,1.07
columns_50_b2,11344.25,85.07
columns_50_c1s,4162.0,1.31
columns_50_c1c,3013.0,1.31
columns_50_c1m,8762.921999999997,1.31
columns_50_c2s,7127.0,64.58
columns_50_c2c,6150.0,64.58
columns_50_c2m,8031.990999999996,64.58
columns_55_a1,1528.59,0.02
columns_55_a2,8038.32,0.16
columns_55_a3,9340.27,1.28
columns_55_a4,9535.56,1.28
columns_55_b1,9665.76,1.07
columns_55_b2,10316.73,82.08
columns_55_c1s,2489.0,1.24
columns_55_c1c,1550.0,1.24
columns_55_c1m,7545.495999999989,1.24
columns_55_c2s,6028.0,64.42
columns_55_c2c,5081.0,64.42
columns_55_c2m,6922.145999999997,64.42
columns_60_a1,1429.77,0.02
columns_60_a2,7972.44,0.16
columns_60_a3,9280.98,1.28
columns_60_a4,8495.86,1.28
columns_60_b1,9608.11,1.07
columns_60_b2,9280.98,84.28
columns_60_c1s,2541.0,1.3
columns_60_c1c,1547.0,1.3
columns_60_c1m,7513.499000000004,1.3
columns_60_c2s,5523.0,64.25
columns_60_c2c,4429.0,64.25
columns_60_c2m,6476.889000000005,64.25
columns_65_a1,1334.25,0.02
columns_65_a2,7908.76,0.16
columns_65_a3,7251.31,1.27
columns_65_a4,7448.55,1.27
columns_65_b1,7908.76,1.08
columns_65_b2,8237.49,80.54
columns_65_c1s,1874.0,1.23
columns_65_c1c,1177.0,1.23
columns_65_c1m,6282.415999999999,1.23
columns_65_c2s,4647.0,64.45
columns_65_c2c,3265.0,64.45
columns_65_c2m,5743.576000000002,64.45
columns_70_a1,1242.04,0.02
columns_70_a2,4544.66,0.16
columns_70_a3,7186.76,1.28
columns_70_a4,6394.13,1.28
columns_70_b1,7847.29,1.11
columns_70_b2,7186.76,84.97
columns_70_c1s,1827.0,1.31
columns_70_c1c,1126.0,1.31
columns_70_c1m,6245.959999999991,1.31
columns_70_c2s,3914.0,64.33
columns_70_c2c,2729.0,64.33
columns_70_c2m,5002.36,64.33
columns_75_a1,1153.12,0.02
columns_75_a2,4470.57,0.16
columns_75_a3,5134.06,1.27
columns_75_a4,5333.1,1.27
columns_75_b1,6129.29,1.07
columns_75_b2,6129.29,81.18
columns_75_c1s,1364.0,1.21
columns_75_c1c,1066.0,1.21
columns_75_c1m,5001.317999999997,1.21
columns_75_c2s,3410.0,64.2
columns_75_c2c,2304.0,64.2
columns_75_c2m,4501.6660000000065,64.2
columns_80_a1,1067.51,0.02
columns_80_a2,4399.22,0.16
columns_80_a3,3066.54,1.28
columns_80_a4,4265.96,1.28
columns_80_b1,4399.22,1.06
columns_80_b2,5065.57,82.13
columns_80_c1s,1373.0,2.2
columns_80_c1c,1016.0,2.2
columns_80_c1m,3747.646000000002,2.2
columns_80_c2s,2323.0,64.02
columns_80_c2c,1741.0,64.02
columns_80_c2m,3420.5790000000043,64.02
columns_85_a1,985.2,0.02
columns_85_a2,985.2,0.16
columns_85_a3,2992.46,1.27
columns_85_a4,3193.19,1.27
columns_85_b1,4330.63,1.07
columns_85_b2,3996.09,84.92
columns_85_c1s,1258.0,1.37
columns_85_c1c,978.0,1.37
columns_85_c1m,3702.285999999995,1.37
columns_85_c2s,1911.0,64.02
columns_85_c2c,1227.0,64.02
columns_85_c2m,3028.7260000000024,64.02
columns_90_a1,906.19,0.02
columns_90_a2,906.19,0.16
columns_90_a3,906.19,1.28
columns_90_a4,2115.29,1.28
columns_90_b1,2585.49,1.06
columns_90_b2,2921.35,83.39
columns_90_c1s,1238.0,1.24
columns_90_c1c,935.0,1.24
columns_90_c1m,2435.145999999998,1.24
columns_90_c2s,1413.0,64.35
columns_90_c2c,913.0,64.35
columns_90_c2m,2293.7189999999982,64.35
rectangle_10_a1,6401.57,0.02
rectangle_10_a2,21057.78,0.16
rectangle_10_a3,19299.04,1.28
rectangle_10_a4,20324.97,1.27
rectangle_10_b1,18964.04,1.07
rectangle_10_b2,19510.74,82.09
rectangle_10_c1s,12458.0,1.3
rectangle_10_c1c,10274.0,1.3
rectangle_10_c1m,14285.988000000012,1.3
rectangle_10_c2s,12502.0,64.24
rectangle_10_c2c,10834.0,64.24
rectangle_10_c2m,13119.556000000022,64.24
rectangle_15_a1,6064.64,0.02
rectangle_15_a2,13561.21,0.16
rectangle_15_a3,18658.88,1.27
rectangle_15_a4,19858.33,1.27
rectangle_15_b1,18915.91,1.06
rectangle_15_b2,18868.31,86.5
rectangle_15_c1s,12463.0,1.25
rectangle_15_c1c,10281.0,1.25
rectangle_15_c1m,14249.160000000016,1.25
rectangle_15_c2s,12012.0,64.48
rectangle_15_c2c,10189.0,64.48
rectangle_15_c2m,12643.193000000016,64.48
rectangle_20_a1,5727.72,0.02
rectangle_20_a2,13392.75,0.17
rectangle_20_a3,17378.57,1.4
rectangle_20_a4,19218.18,1.31
rectangle_20_b1,17772.77,1.06
rectangle_20_b2,18101.27,85.03
rectangle_20_c1s,10999.0,1.31
rectangle_20_c1c,8006.0,1.31
rectangle_20_c1m,13380.804000000006,1.31
rectangle_20_c2s,11377.0,64.09
rectangle_20_c2c,8524.0,64.09
rectangle_20_c2m,12288.317000000023,64.09
rectangle_25_a1,5390.79,0.02
rectangle_25_a2,10613.12,0.16
rectangle_25_a3,16357.69,1.27
rectangle_25_a4,18551.06,1.27
rectangle_25_b1,17700.57,1.07
rectangle_25_b2,17327.55,82.23
rectangle_25_c1s,10960.0,1.21
rectangle_25_c1c,7938.0,1.21
rectangle_25_c1m,13325.670000000011,1.21
rectangle_25_c2s,10840.0,63.93
rectangle_25_c2c,8347.0,63.93
rectangle_25_c2m,11653.656000000014,63.93
rectangle_30_a1,5053.87,0.02
rectangle_30_a2,10388.51,0.16
rectangle_30_a3,15296.37,1.27
rectangle_30_a4,17696.96,1.28
rectangle_30_b1,17628.37,1.07
rectangle_30_b2,16447.13,79.62
rectangle_30_c1s,10919.0,1.3
rectangle_30_c1c,7868.0,1.3
rectangle_30_c1m,13270.590000000013,1.3
rectangle_30_c2s,9721.0,64.72
rectangle_30_c2c,7453.0,64.72
rectangle_30_c2m,10497.863000000012,64.72
rectangle_35_a1,4716.94,0.02
rectangle_35_a2,10163.89,0.17
rectangle_35_a3,14194.63,1.29
rectangle_35_a4,17135.98,1.28
rectangle_35_b1,13276.43,1.07
rectangle_35_b2,15442.24,82.82
rectangle_35_c1s,6746.0,1.24
rectangle_35_c1c,4814.0,1.24
rectangle_35_c1m,9964.57599999999,1.24
rectangle_35_c2s,8500.0,64.31
rectangle_35_c2c,6387.0,64.31
rectangle_35_c2m,9375.923,64.31
rectangle_40_a1,4380.02,0.02
rectangle_40_a2,9939.27,0.16
rectangle_40_a3,13886.34,1.27
rectangle_40_a4,16721.56,1.28
rectangle_40_b1,13115.99,1.07
rectangle_40_b2,14519.04,80.5
rectangle_40_c1s,6599.0,1.31
rectangle_40_c1c,4660.0,1.31
rectangle_40_c1m,9842.536000000004,1.31
rectangle_40_c2s,7723.0,63.88
rectangle_40_c2c,5400.0,63.88
rectangle_40_c2m,9081.172000000004,63.88
rectangle_45_a1,4043.09,0.02
rectangle_45_a2,6878.88,0.16
rectangle_45_a3,11529.56,1.28
rectangle_45_a4,16123.52,1.26
rectangle_45_b1,12955.55,1.06
rectangle_45_b2,13495.7,80.18
rectangle_45_c1s,6397.0,1.25
rectangle_45_c1c,4514.0,1.25
rectangle_45_c1m,9720.69599999999,1.25
rectangle_45_c2s,7517.0,64.24
rectangle_45_c2c,5109.0,64.24
rectangle_45_c2m,8862.391000000007,64.24
rectangle_50_a1,3706.17,0.02
rectangle_50_a2,6598.11,0.16
rectangle_50_a3,9952.75,1.27
rectangle_50_a4,14811.2,1.32
rectangle_50_b1,12795.11,1.07
rectangle_50_b2,12381.98,81.78
rectangle_50_c1s,6215.0,1.3
rectangle_50_c1c,4364.0,1.3
rectangle_50_c1m,9599.135999999993,1.3
rectangle_50_c2s,6964.0,64.27
rectangle_50_c2c,4751.0,64.27
rectangle_50_c2m,8236.571000000002,64.27
rectangle_55_a1,3369.25,0.02
rectangle_55_a2,6317.34,0.16
rectangle_55_a3,9737.12,1.27
rectangle_55_a4,14159.25,1.27
rectangle_55_b1,12634.67,1.07
rectangle_55_b2,11687.07,84.88
rectangle_55_c1s,6119.0,1.24
rectangle_55_c1c,4218.0,1.24
rectangle_55_c1m,9477.855999999996,1.24
rectangle_55_c2s,6289.0,64.42
rectangle_55_c2c,4425.0,64.42
rectangle_55_c2m,7497.454,64.42
rectangle_60_a1,2794.59,0.02
rectangle_60_a2,2794.59,0.16
rectangle_60_a3,7908.28,1.27
rectangle_60_a4,12108.82,1.28
rectangle_60_b1,10186.83,1.07
rectangle_60_b2,10273.8,92.92
rectangle_60_c1s,5568.0,1.23
rectangle_60_c1c,4066.0,1.23
rectangle_60_c1m,7727.345999999993,1.23
rectangle_60_c2s,5092.0,64.41
rectangle_60_c2c,3503.0,64.41
rectangle_60_c2m,6291.393,64.41
rectangle_65_a1,2208.07,0.02
rectangle_65_a2,2208.07,0.16
rectangle_65_a3,7485.99,1.28
rectangle_65_a4,10878.94,1.29
rectangle_65_b1,9837.72,1.07
rectangle_65_b2,8723.19,80.04
rectangle_65_c1s,5390.0,1.22
rectangle_65_c1c,3914.0,1.22
rectangle_65_c1m,7576.796000000001,1.22
rectangle_65_c2s,4112.0,64.46
rectangle_65_c2c,2609.0,64.46
rectangle_65_c2m,5208.439999999998,64.46
rectangle_70_a1,1690.55,0.02
rectangle_70_a2,1690.55,0.16
rectangle_70_a3,3627.28,1.28
rectangle_70_a4,9824.79,1.28
rectangle_70_b1,9529.67,1.07
rectangle_70_b2,7608.32,82.09
rectangle_70_c1s,5204.0,1.3
rectangle_70_c1c,3765.0,1.3
rectangle_70_c1m,7426.845999999996,1.3
rectangle_70_c2s,3602.0,64.35
rectangle_70_c2c,2316.0,64.35
rectangle_70_c2m,4612.326999999999,64.35
rectangle_75_a1,1242.04,0.02
rectangle_75_a2,1242.04,0.16
rectangle_75_a3,1242.04,1.27
rectangle_75_a4,7979.39,1.27
rectangle_75_b1,6903.68,1.07
rectangle_75_b2,6337.52,82.28
rectangle_75_c1s,3161.0,1.21
rectangle_75_c1c,2291.0,1.21
rectangle_75_c1m,5558.135999999995,1.21
rectangle_75_c2s,2572.0,64.02
rectangle_75_c2c,1604.0,64.02
rectangle_75_c2m,3448.7129999999993,64.02
rectangle_80_a1,862.53,0.02
rectangle_80_a2,862.53,0.16
rectangle_80_a3,862.53,1.28
rectangle_80_a4,7325.01,1.27
rectangle_80_b1,4228.4,1.07
rectangle_80_b2,4765.34,83.05
rectangle_80_c1s,1210.0,1.31
rectangle_80_c1c,915.0,1.31
rectangle_80_c1m,3631.1659999999983,1.31
rectangle_80_c2s,1228.0,64.87
rectangle_80_c2c,880.0,64.87
rectangle_80_c2m,2104.6279999999992,64.87
rectangle_85_a1,552.02,0.02
rectangle_85_a2,552.02,0.16
rectangle_85_a3,552.02,1.28
rectangle_85_a4,4448.11,1.27
rectangle_85_b1,552.02,1.06
rectangle_85_b2,3603.47,88.13
rectangle_85_c1s,935.0,1.28
rectangle_85_c1c,704.0,1.28
rectangle_85_c1m,935.4239999999992,1.28
rectangle_85_c2s,819.0,64.24
rectangle_85_c2c,637.0,64.24
rectangle_85_c2m,1376.8870000000002,64.24
rectangle_90_a1,310.51,0.02
rectangle_90_a2,310.51,0.16
rectangle_90_a3,310.51,1.27
rectangle_90_a4,1762.82,1.27
rectangle_90_b1,310.51,1.07
rectangle_90_b2,2286.44,85.62
rectangle_90_c1s,691.0,1.23
rectangle_90_c1c,521.0,1.23
rectangle_90_c1m,691.3200000000008,1.23
rectangle_90_c2s,634.0,64.28
rectangle_90_c2c,508.0,64.28
rectangle_90_c2m,686.2680000000001,64.28
triangle_10_a1,21057.78,0.02
triangle_10_a2,19755.71,0.16
triangle_10_a3,19651.54,1.27
triangle_10_a4,17620.31,1.28
triangle_10_b1,19569.7,1.07
triangle_10_b2,19470.49,80.88
triangle_10_c1s,13604.0,1.28
triangle_10_c1c,11132.0,1.28
triangle_10_c1m,14745.304000000011,1.28
triangle_10_c2s,12889.0,64.13
triangle_10_c2c,10970.0,64.13
triangle_10_c2m,13273.342000000024,64.13
triangle_15_a1,21057.78,0.02
triangle_15_a2,19736.85,0.16
triangle_15_a3,18838.61,1.28
triangle_15_a4,16619.43,1.28
triangle_15_b1,18604.61,1.07
triangle_15_b2,18651.79,83.98
triangle_15_c1s,12190.0,1.24
triangle_15_c1c,10017.0,1.24
triangle_15_c1m,14012.193000000012,1.24
triangle_15_c2s,12080.0,64.34
triangle_15_c2c,10376.0,64.34
triangle_15_c2m,12643.097000000023,64.34
triangle_20_a1,21057.78,0.02
triangle_20_a2,17038.38,0.16
triangle_20_a3,17842.26,1.28
triangle_20_a4,15430.62,1.29
triangle_20_b1,17995.38,1.08
triangle_20_b2,17781.65,85.35
triangle_20_c1s,11345.0,1.37
triangle_20_c1c,8910.0,1.37
triangle_20_c1m,13549.320000000014,1.37
triangle_20_c2s,11300.0,64.63
triangle_20_c2c,9617.0,64.63
triangle_20_c2m,12000.830000000016,64.63
triangle_25_a1,21057.78,0.02
triangle_25_a2,16981.79,0.16
triangle_25_a3,16981.79,1.27
triangle_25_a4,14373.15,1.29
triangle_25_b1,16981.79,1.09
triangle_25_b2,16907.38,86.78
triangle_25_c1s,10033.0,1.26
triangle_25_c1c,7772.0,1.26
triangle_25_c1m,12779.277000000016,1.26
triangle_25_c2s,10537.0,64.54
triangle_25_c2c,9024.0,64.54
triangle_25_c2m,11393.546000000018,64.54
triangle_30_a1,21057.78,0.02
triangle_30_a2,16925.19,0.16
triangle_30_a3,15933.37,1.29
triangle_30_a4,13288.51,1.29
triangle_30_b1,15547.66,1.09
triangle_30_b2,16010.12,85.09
triangle_30_c1s,8327.0,1.34
triangle_30_c1c,6568.0,1.34
triangle_30_c1m,11689.776000000007,1.34
triangle_30_c2s,9654.0,64.79
triangle_30_c2c,7977.0,64.79
triangle_30_c2m,10682.705000000016,64.79
triangle_35_a1,21057.78,0.02
triangle_35_a2,15472.21,0.16
triangle_35_a3,15025.36,1.3
triangle_35_a4,11674.01,1.3
triangle_35_b1,15073.24,1.08
triangle_35_b2,15106.48,88.56
triangle_35_c1s,8029.0,1.26
triangle_35_c1c,6498.0,1.26
triangle_35_c1m,11329.326000000003,1.26
triangle_35_c2s,8975.0,64.79
triangle_35_c2c,7310.0,64.79
triangle_35_c2m,10073.134,64.79
triangle_40_a1,21057.78,0.02
triangle_40_a2,13981.49,0.17
triangle_40_a3,13924.88,1.29
triangle_40_a4,10698.09,1.29
triangle_40_b1,14183.67,1.07
triangle_40_b2,14166.82,83.56
triangle_40_c1s,7238.0,1.31
triangle_40_c1c,5669.0,1.31
triangle_40_c1m,10653.605999999996,1.31
triangle_40_c2s,8293.0,64.77
triangle_40_c2c,6598.0,64.77
triangle_40_c2m,9362.39900000001,64.77
triangle_45_a1,21057.78,0.02
triangle_45_a2,12453.05,0.16
triangle_45_a3,12969.33,1.27
triangle_45_a4,9699.53,1.28
triangle_45_b1,13272.55,1.08
triangle_45_b2,13197.42,86.78
triangle_45_c1s,6540.0,1.24
triangle_45_c1c,5568.0,1.24
triangle_45_c1m,9961.632,1.24
triangle_45_c2s,7717.0,64.7
triangle_45_c2c,5498.0,64.7
triangle_45_c2m,8723.782000000008,64.7
triangle_50_a1,3621.94,0.02
triangle_50_a2,12339.86,0.17
triangle_50_a3,11468.07,1.37
triangle_50_a4,8678.33,1.29
triangle_50_b1,12339.86,1.07
triangle_50_b2,12218.78,87.9
triangle_50_c1s,6203.0,1.26
triangle_50_c1c,5139.0,1.26
triangle_50_c1m,9253.439999999995,1.26
triangle_50_c2s,7022.0,64.78
triangle_50_c2c,4943.0,64.78
triangle_50_c2m,8003.045000000004,64.78
triangle_55_a1,3395.57,0.02
triangle_55_a2,10754.82,0.16
triangle_55_a3,10813.7,1.29
triangle_55_a4,8340.99,1.28
triangle_55_b1,10965.09,1.09
triangle_55_b2,11241.94,83.55
triangle_55_c1s,5757.0,1.33
triangle_55_c1c,5053.0,1.33
triangle_55_c1m,8209.703999999994,1.33
triangle_55_c2s,6420.0,64.92
triangle_55_c2c,4775.0,64.92
triangle_55_c2m,7326.9360000000015,64.92
triangle_60_a1,3052.57,0.02
triangle_60_a2,7553.87,0.16
triangle_60_a3,9534.45,1.28
triangle_60_a4,6653.61,1.3
triangle_60_b1,10126.05,1.08
triangle_60_b2,10133.19,80.86
triangle_60_c1s,5617.0,1.26
triangle_60_c1c,4977.0,1.26
triangle_60_c1m,7626.959999999989,1.26
triangle_60_c2s,5821.0,64.76
triangle_60_c2c,4448.0,64.76
triangle_60_c2m,6597.897999999995,64.76
triangle_65_a1,2632.06,0.02
triangle_65_a2,7238.49,0.16
triangle_65_a3,8528.29,1.3
