result_key,surface_power [wh],runtime [sec]
rows_35_c1m,9471.672,1.28
rows_35_c2s,7530.0,64.24
rows_35_c2c,5941.0,64.24
rows_35_c2m,7549.932999999994,64.24
rows_40_a1,15793.34,0.02
rows_40_a2,10012.98,0.16
rows_40_a3,11169.05,1.27
rows_40_a4,7469.62,1.26
rows_40_b1,10838.74,1.08
rows_40_b2,11114.0,79.13
rows_40_c1s,7817.0,1.27
rows_40_c1c,5964.0,1.27
rows_40_c1m,8138.54400000001,1.27
rows_40_c2s,7344.0,64.72
rows_40_c2c,5848.0,64.72
rows_40_c2m,7453.649999999993,64.72
rows_45_a1,15793.34,0.02
rows_45_a2,9847.15,0.16
rows_45_a3,11036.38,1.28
rows_45_a4,6755.13,1.28
rows_45_b1,10696.6,1.06
rows_45_b2,10413.45,78.77
rows_45_c1s,7719.0,1.21
rows_45_c1c,5898.0,1.21
rows_45_c1m,8030.724000000014,1.21
rows_45_c2s,6865.0,64.42
rows_45_c2c,5054.0,64.42
rows_45_c2m,6964.858,64.42
rows_50_a1,15793.34,0.02
rows_50_a2,9681.32,0.16
rows_50_a3,9681.32,1.27
rows_50_a4,5769.62,1.28
rows_50_b1,10554.46,1.06
rows_50_b2,9681.32,75.9
rows_50_c1s,7621.0,1.31
rows_50_c1c,5831.0,1.31
rows_50_c1m,7923.1200000000035,1.31
rows_50_c2s,6087.0,63.96
rows_50_c2c,4925.0,63.96
rows_50_c2m,6093.471999999997,63.96
rows_55_a1,3185.83,0.02
rows_55_a2,9489.58,0.16
rows_55_a3,8228.83,1.27
rows_55_a4,5076.96,1.27
rows_55_b1,8589.05,1.06
rows_55_b2,8889.23,74.33
rows_55_c1s,6058.0,1.15
rows_55_c1c,4367.0,1.15
rows_55_c1m,6447.192000000007,1.15
rows_55_c2s,5772.0,64.06
rows_55_c2c,4617.0,64.06
rows_55_c2m,5880.1329999999925,64.06
rows_60_a1,2566.56,0.02
rows_60_a2,9179.95,0.16
rows_60_a3,7857.27,1.27
rows_60_a4,4286.04,1.28
rows_60_b1,8235.18,1.07
rows_60_b2,7920.25,74.35
rows_60_c1s,5929.0,1.16
rows_60_c1c,4250.0,1.16
rows_60_c1m,6304.583999999998,1.16
rows_60_c2s,5273.0,63.74
rows_60_c2c,3888.0,63.74
rows_60_c2m,5372.078000000005,63.74
rows_65_a1,2014.14,0.02
rows_65_a2,8903.74,0.16
rows_65_a3,6147.9,1.27
rows_65_a4,3667.65,1.28
rows_65_b1,5951.06,1.07
rows_65_b2,6935.28,73.56
rows_65_c1s,4271.0,1.15
rows_65_c1c,3174.0,1.15
rows_65_c1m,4722.683999999995,1.15
rows_65_c2s,4399.0,64.09
rows_65_c2c,3707.0,64.09
rows_65_c2m,4485.6129999999985,64.09
rows_70_a1,1528.59,0.02
rows_70_a2,1528.59,0.16
rows_70_a3,5808.02,1.28
rows_70_a4,3097.71,1.27
rows_70_b1,5604.23,1.06
rows_70_b2,5604.23,76.28
rows_70_c1s,4110.0,1.21
rows_70_c1c,3026.0,1.21
rows_70_c1m,4545.8640000000005,1.21
rows_70_c2s,4116.0,63.7
rows_70_c2c,3217.0,63.7
rows_70_c2m,4219.522999999997,63.7
rows_75_a1,1109.91,0.02
rows_75_a2,1109.91,0.16
rows_75_a3,4046.59,1.27
rows_75_a4,2431.41,1.26
rows_75_b1,5305.17,1.06
rows_75_b2,4955.57,74.49
rows_75_c1s,3950.0,1.15
rows_75_c1c,2888.0,1.15
rows_75_c1m,4370.063999999998,1.15
rows_75_c2s,3487.0,63.73
rows_75_c2c,2613.0,63.73
rows_75_c2m,3568.182000000001,63.73
rows_80_a1,758.08,0.02
rows_80_a2,758.08,0.16
rows_80_a3,3765.13,1.27
rows_80_a4,1960.9,1.26
rows_80_b1,2905.97,1.07
rows_80_b2,3621.94,73.97
rows_80_c1s,2170.0,1.16
rows_80_c1c,1752.0,1.16
rows_80_c1m,2650.199999999999,1.16
rows_80_c2s,2301.0,64.13
rows_80_c2c,1815.0,64.13
rows_80_c2m,2392.581999999998,64.13
rows_85_a1,473.12,0.02
rows_85_a2,473.12,0.16
rows_85_a3,2005.14,1.27
rows_85_a4,1545.53,1.29
rows_85_b1,2661.72,1.06
rows_85_b2,2661.72,75.8
rows_85_c1s,1981.0,1.22
rows_85_c1c,1589.0,1.22
rows_85_c1m,2442.4799999999977,1.22
rows_85_c2s,2183.0,63.7
rows_85_c2c,1685.0,63.7
rows_85_c2m,2257.178000000001,63.7
rows_90_a1,255.02,0.02
rows_90_a2,255.02,0.16
rows_90_a3,1808.85,1.27
rows_90_a4,1342.7,1.27
rows_90_b1,2474.78,1.06
rows_90_b2,1734.86,73.75
rows_90_c1s,1795.0,1.14
rows_90_c1c,1426.0,1.14
rows_90_c1m,2237.3520000000008,1.14
rows_90_c2s,1133.0,63.74
rows_90_c2c,753.0,63.74
rows_90_c2m,1180.9209999999991,63.74
columns_10_a1,15793.34,0.02
columns_10_a2,15793.34,0.16
columns_10_a3,14358.37,1.27
columns_10_a4,13784.39,1.27
columns_10_b1,14597.53,1.06
columns_10_b2,14358.37,74.2
columns_10_c1s,10446.0,1.15
columns_10_c1c,8897.0,1.15
columns_10_c1m,11057.339999999998,1.15
columns_10_c2s,9706.0,63.78
columns_10_c2c,8096.999999999999,63.78
columns_10_c2m,9836.229000000005,63.78
columns_15_a1,15793.34,0.02
columns_15_a2,13389.68,0.16
columns_15_a3,14351.14,1.28
columns_15_a4,13053.17,1.27
columns_15_b1,13389.68,1.06
columns_15_b2,13630.04,74.9
columns_15_c1s,8973.0,1.14
columns_15_c1c,7535.0,1.14
columns_15_c1m,10186.05,1.14
columns_15_c2s,9056.0,63.78
columns_15_c2c,7862.0,63.78
columns_15_c2m,9321.918000000003,63.78
columns_20_a1,15793.34,0.02
columns_20_a2,13377.94,0.16
columns_20_a3,12894.86,1.27
columns_20_a4,12315.16,1.27
columns_20_b1,13377.94,1.06
columns_20_b2,12894.86,74.45
columns_20_c1s,8973.0,1.16
columns_20_c1c,7528.0,1.16
columns_20_c1m,10179.218000000004,1.16
columns_20_c2s,8502.0,63.67
columns_20_c2c,7490.0,63.67
columns_20_c2m,8763.532,63.67
columns_25_a1,15793.34,0.02
columns_25_a2,13366.51,0.16
columns_25_a3,11425.04,1.27
columns_25_a4,11570.65,1.26
columns_25_b1,12153.09,1.06
columns_25_b2,12153.09,74.6
columns_25_c1s,7503.0,1.16
columns_25_c1c,6101.0,1.16
columns_25_c1m,9297.687000000004,1.16
columns_25_c2s,8127.000000000001,63.68
columns_25_c2c,7103.0,63.68
columns_25_c2m,8516.134999999998,63.68
columns_30_a1,15793.34,0.02
columns_30_a2,10917.43,0.16
columns_30_a3,11405.02,1.27
columns_30_a4,10819.92,1.26
columns_30_b1,10917.43,1.06
columns_30_b2,11405.02,74.82
columns_30_c1s,6038.0,1.15
columns_30_c1c,4766.0,1.15
columns_30_c1m,8409.324000000006,1.15
columns_30_c2s,7299.0,63.73
columns_30_c2c,6217.0,63.73
columns_30_c2m,7636.538999999991,63.73
columns_35_a1,15793.34,0.02
columns_35_a2,10895.81,0.17
columns_35_a3,9916.3,1.27
columns_35_a4,10063.23,1.27
columns_35_b1,10895.81,1.06
columns_35_b2,10650.93,75.51
columns_35_c1s,6039.0,1.15
columns_35_c1c,4761.0,1.15
columns_35_c1m,8395.688000000004,1.15
columns_35_c2s,6924.0,63.86
columns_35_c2c,5984.0,63.86
columns_35_c2m,7386.449999999992,63.86
columns_40_a1,15793.34,0.02
columns_40_a2,10874.8,0.16
columns_40_a3,9891.1,1.28
columns_40_a4,9300.87,1.28
columns_40_b1,9645.17,1.07
columns_40_b2,9891.1,75.09
columns_40_c1s,4581.0,1.18
columns_40_c1c,3416.0,1.18
columns_40_c1m,7497.154000000002,1.18
columns_40_c2s,6277.0,63.7
columns_40_c2c,5113.0,63.7
columns_40_c2m,6860.707999999993,63.7
columns_45_a1,15793.34,0.02
columns_45_a2,8384.96,0.16
columns_45_a3,8384.96,1.27
columns_45_a4,8533.13,1.27
columns_45_b1,9619.69,1.06
columns_45_b2,9125.8,74.52
columns_45_c1s,4583.0,1.2
columns_45_c1c,3416.0,1.2
columns_45_c1m,7480.144000000005,1.2
columns_45_c2s,5725.0,63.7
columns_45_c2c,4915.0,63.7
columns_45_c2m,6303.586999999994,63.7
columns_50_a1,917.28,0.02
columns_50_a2,8355.31,0.16
columns_50_a3,8355.31,1.27
columns_50_a4,7760.26,1.27
columns_50_b1,8355.31,1.07
columns_50_b2,8355.31,73.97
columns_50_c1s,3140.0,1.14
columns_50_c1c,2264.0,1.14
columns_50_c1m,6571.446000000007,1.14
columns_50_c2s,5348.0,63.68
columns_50_c2c,4610.0,63.68
columns_50_c2m,6040.768999999995,63.68
columns_55_a1,859.83,0.02
columns_55_a2,5837.67,0.16
columns_55_a3,6833.24,1.27
columns_55_a4,6982.57,1.26
columns_55_b1,7082.13,1.06
columns_55_b2,7579.91,74.18
columns_55_c1s,1869.0,1.14
columns_55_c1c,1172.0,1.14
columns_55_c1m,5655.957999999999,1.14
columns_55_c2s,4523.0,63.68
columns_55_c2c,3796.0,63.68
columns_55_c2m,5139.439999999996,63.68
columns_60_a1,804.25,0.02
columns_60_a2,5800.61,0.16
columns_60_a3,6799.88,1.27
columns_60_a4,6200.32,1.26
columns_60_b1,7049.7,1.06
columns_60_b2,6799.88,73.32
columns_60_c1s,1906.0,1.16
columns_60_c1c,1169.0,1.16
columns_60_c1m,5632.242000000008,1.16
columns_60_c2s,4145.0,63.99
columns_60_c2c,3322.0,63.99
columns_60_c2m,4851.562999999997,63.99
columns_65_a1,750.52,0.02
columns_65_a2,5764.79,0.16
columns_65_a3,5263.36,1.27
columns_65_a4,5413.79,1.26
columns_65_b1,5764.79,1.06
columns_65_b2,6015.51,77.16
columns_65_c1s,1400.0,1.26
columns_65_c1c,872.0,1.26
columns_65_c1m,4706.688000000002,1.26
columns_65_c2s,3486.0,63.68
columns_65_c2c,2440.0,63.68
columns_65_c2m,4299.312999999997,63.68
columns_70_a1,698.65,0.02
columns_70_a2,3214.43,0.16
columns_70_a3,5227.05,1.27
columns_70_a4,4623.27,1.26
columns_70_b1,5730.21,1.06
columns_70_b2,5227.05,74.22
columns_70_c1s,1366.0,1.15
columns_70_c1c,834.0,1.15
columns_70_c1m,4679.639999999996,1.15
columns_70_c2s,2937.0,63.64
columns_70_c2c,2028.0,63.64
columns_70_c2m,3743.8859999999977,63.64
columns_75_a1,648.63,0.02
columns_75_a2,3172.75,0.16
columns_75_a3,3677.57,1.27
columns_75_a4,3829.02,1.26
columns_75_b1,4434.81,1.06
columns_75_b2,4434.81,74.56
columns_75_c1s,1010.0,1.2
columns_75_c1c,789.0,1.2
columns_75_c1m,3744.005999999994,1.2
columns_75_c2s,2559.0,63.66
columns_75_c2c,1739.0,63.66
columns_75_c2m,3466.0759999999977,63.66
columns_80_a1,600.48,0.02
columns_80_a2,3132.62,0.16
columns_80_a3,2119.76,1.27
columns_80_a4,3031.33,1.26
columns_80_b1,3132.62,1.06
columns_80_b2,3639.05,74.15
columns_80_c1s,1016.0,1.17
columns_80_c1c,752.0,1.17
columns_80_c1m,2801.6939999999986,1.17
columns_80_c2s,1743.0,63.66
columns_80_c2c,1298.0,63.66
columns_80_c2m,2523.9020000000028,63.66
columns_85_a1,554.18,0.02
columns_85_a2,554.18,0.16
columns_85_a3,2078.09,1.27
columns_85_a4,2230.48,1.26
columns_85_b1,3094.04,1.06
columns_85_b2,2840.05,74.12
columns_85_c1s,930.0,1.15
columns_85_c1c,724.0,1.15
columns_85_c1m,2768.0940000000037,1.15
columns_85_c2s,1419.0,63.76
columns_85_c2c,912.0,63.76
columns_85_c2m,2224.7570000000023,63.76
columns_90_a1,509.73,0.02
columns_90_a2,509.73,0.16
columns_90_a3,509.73,1.27
columns_90_a4,1426.75,1.26
columns_90_b1,1783.37,1.06
columns_90_b2,2038.09,75.55
columns_90_c1s,916.0,1.16
columns_90_c1c,692.0,1.16
columns_90_c1m,1815.8420000000008,1.16
columns_90_c2s,1014.9999999999999,63.68
columns_90_c2c,562.0,63.68
columns_90_c2m,1667.613000000001,63.68
rectangle_10_a1,4801.17,0.02
rectangle_10_a2,15793.34,0.16
rectangle_10_a3,14474.28,1.27
rectangle_10_a4,15243.73,1.26
rectangle_10_b1,14223.03,1.06
rectangle_10_b2,14633.05,73.97
rectangle_10_c1s,9370.0,1.16
rectangle_10_c1c,7736.0,1.16
rectangle_10_c1m,10722.492,1.16
rectangle_10_c2s,9385.0,63.7
rectangle_10_c2c,8106.999999999999,63.7
rectangle_10_c2m,9840.439000000004,63.7
rectangle_15_a1,4548.48,0.02
rectangle_15_a2,10170.91,0.16
rectangle_15_a3,13994.16,1.27
rectangle_15_a4,14893.75,1.26
rectangle_15_b1,14186.93,1.06
rectangle_15_b2,14151.23,75.1
rectangle_15_c1s,9373.0,1.18
rectangle_15_c1c,7741.0,1.18
rectangle_15_c1m,10695.011999999997,1.18
rectangle_15_c2s,9016.0,63.77
rectangle_15_c2c,7640.0,63.77
rectangle_15_c2m,9478.565,63.77
rectangle_20_a1,4295.79,0.02
rectangle_20_a2,10044.56,0.16
rectangle_20_a3,13033.93,1.27
rectangle_20_a4,14413.63,1.26
rectangle_20_b1,13329.58,1.06
rectangle_20_b2,13575.95,74.0
rectangle_20_c1s,8268.0,1.15
rectangle_20_c1c,6006.0,1.15
rectangle_20_c1m,10040.460000000005,1.15
rectangle_20_c2s,8538.0,63.65
rectangle_20_c2c,6360.0,63.65
rectangle_20_c2m,9194.46,63.65
rectangle_25_a1,4043.09,0.02
rectangle_25_a2,7959.84,0.16
rectangle_25_a3,12268.26,1.27
rectangle_25_a4,13913.3,1.27
rectangle_25_b1,13275.43,1.07
rectangle_25_b2,12995.66,74.66
rectangle_25_c1s,8238.0,1.14
rectangle_25_c1c,5954.0,1.14
rectangle_25_c1m,9999.347999999998,1.14
rectangle_25_c2s,8137.0,63.68
rectangle_25_c2c,6259.0,63.68
rectangle_25_c2m,8740.279000000002,63.68
rectangle_30_a1,3790.4,0.02
rectangle_30_a2,7791.38,0.16
rectangle_30_a3,11472.28,1.27
rectangle_30_a4,13272.72,1.26
rectangle_30_b1,13221.28,1.06
rectangle_30_b2,12335.35,75.07
rectangle_30_c1s,8206.0,1.14
rectangle_30_c1c,5902.0,1.14
rectangle_30_c1m,9958.308000000003,1.14
rectangle_30_c2s,7301.0,63.8
rectangle_30_c2c,5575.0,63.8
rectangle_30_c2m,7867.207999999998,63.8
rectangle_35_a1,3537.71,0.02
rectangle_35_a2,7622.92,0.16
rectangle_35_a3,10645.97,1.26
rectangle_35_a4,12851.99,1.27
rectangle_35_b1,9957.32,1.06
rectangle_35_b2,11581.68,73.93
rectangle_35_c1s,5049.0,1.13
rectangle_35_c1c,3606.0,1.13
rectangle_35_c1m,7467.464000000012,1.13
rectangle_35_c2s,6377.0,63.97
rectangle_35_c2c,4781.0,63.97
rectangle_35_c2m,7019.264999999995,63.97
rectangle_40_a1,3279.76,0.02
rectangle_40_a2,7450.95,0.16
rectangle_40_a3,10412.5,1.27
rectangle_40_a4,12539.81,1.27
rectangle_40_b1,9834.49,1.06
rectangle_40_b2,10887.22,74.65
rectangle_40_c1s,4939.0,1.16
rectangle_40_c1c,3491.0,1.16
rectangle_40_c1m,7376.624,1.16
rectangle_40_c2s,5780.0,63.66
rectangle_40_c2c,4049.0000000000005,63.66
rectangle_40_c2m,6730.743999999995,63.66
rectangle_45_a1,2794.59,0.02
rectangle_45_a2,4961.05,0.16
rectangle_45_a3,8514.04,1.27
rectangle_45_a4,12023.7,1.26
rectangle_45_b1,9603.46,1.06
rectangle_45_b2,10016.12,73.55
rectangle_45_c1s,4788.0,1.13
rectangle_45_c1c,3384.0,1.13
rectangle_45_c1m,7285.984000000004,1.13
rectangle_45_c2s,5654.0,63.65
rectangle_45_c2c,3834.0,63.65
rectangle_45_c2m,6705.014999999992,63.65
rectangle_50_a1,2348.23,0.02
rectangle_50_a2,4589.08,0.16
rectangle_50_a3,7188.47,1.27
rectangle_50_a4,10953.1,1.27
rectangle_50_b1,9390.91,1.06
rectangle_50_b2,9070.78,73.93
rectangle_50_c1s,4660.0,1.14
rectangle_50_c1c,3271.0,1.14
rectangle_50_c1m,7195.624000000004,1.14
rectangle_50_c2s,5236.0,63.68
rectangle_50_c2c,3600.0,63.68
rectangle_50_c2m,6212.7490000000025,63.68
rectangle_55_a1,1940.69,0.02
rectangle_55_a2,4249.46,0.16
rectangle_55_a3,6927.64,1.27
rectangle_55_a4,10390.8,1.27
rectangle_55_b1,9196.84,1.06
rectangle_55_b2,8454.73,74.32
rectangle_55_c1s,4588.0,1.14
rectangle_55_c1c,3161.0,1.14
rectangle_55_c1m,7105.504000000007,1.14
rectangle_55_c2s,4722.0,63.68
rectangle_55_c2c,3336.0,63.68
rectangle_55_c2m,5638.265999999995,63.68
rectangle_60_a1,1571.96,0.02
rectangle_60_a2,1571.96,0.16
rectangle_60_a3,5553.94,1.27
rectangle_60_a4,8824.86,1.26
rectangle_60_b1,7328.23,1.06
rectangle_60_b2,7395.95,73.36
rectangle_60_c1s,4169.0,1.14
rectangle_60_c1c,3046.0,1.14
rectangle_60_c1m,5789.184000000003,1.14
rectangle_60_c2s,3820.0,63.66
rectangle_60_c2c,2624.0,63.66
rectangle_60_c2m,4709.577999999998,63.66
rectangle_65_a1,1242.04,0.02
rectangle_65_a2,1242.04,0.16
rectangle_65_a3,5316.4,1.26
rectangle_65_a4,7935.64,1.26
rectangle_65_b1,7131.85,1.06
rectangle_65_b2,6271.48,73.41
rectangle_65_c1s,4037.0,1.15
rectangle_65_c1c,2933.0,1.15
rectangle_65_c1m,5677.383999999999,1.15
rectangle_65_c2s,3098.0,63.68
rectangle_65_c2c,1985.0,63.68
rectangle_65_c2m,3952.195999999997,63.68
rectangle_70_a1,950.94,0.02
rectangle_70_a2,950.94,0.16
rectangle_70_a3,2435.18,1.27
rectangle_70_a4,7184.74,1.26
rectangle_70_b1,6958.57,1.06
rectangle_70_b2,5486.11,75.67
rectangle_70_c1s,3898.0,1.14
rectangle_70_c1c,2822.0,1.14
rectangle_70_c1m,5566.184000000005,1.14
rectangle_70_c2s,2709.0,63.8
rectangle_70_c2c,1792.0,63.8
rectangle_70_c2m,3479.212000000002,63.8
rectangle_75_a1,698.65,0.02
rectangle_75_a2,698.65,0.16
rectangle_75_a3,698.65,1.27
rectangle_75_a4,5830.84,1.26
rectangle_75_b1,5011.42,1.06
rectangle_75_b2,4580.14,74.35
rectangle_75_c1s,2362.0,1.13
rectangle_75_c1c,1719.0,1.13
rectangle_75_c1m,4162.343999999999,1.13
rectangle_75_c2s,1931.0,63.82
rectangle_75_c2c,1194.0,63.82
rectangle_75_c2m,2581.8269999999993,63.82
rectangle_80_a1,485.17,0.02
rectangle_80_a2,485.17,0.16
rectangle_80_a3,485.17,1.28
rectangle_80_a4,5383.78,1.27
rectangle_80_b1,3036.53,1.07
rectangle_80_b2,3443.54,78.26
rectangle_80_c1s,895.0,1.86
rectangle_80_c1c,677.0,1.86
rectangle_80_c1m,2715.383999999996,1.86
rectangle_80_c2s,926.0,64.79
rectangle_80_c2c,653.0,64.79
rectangle_80_c2m,1623.8729999999998,64.79
rectangle_85_a1,310.51,0.02
rectangle_85_a2,310.51,0.16
rectangle_85_a3,310.51,1.29
rectangle_85_a4,3252.25,1.27
rectangle_85_b1,310.51,1.07
rectangle_85_b2,2614.5,77.38
rectangle_85_c1s,691.0,1.18
rectangle_85_c1c,521.0,1.18
rectangle_85_c1m,691.3200000000008,1.18
rectangle_85_c2s,633.0,64.73
rectangle_85_c2c,513.0,64.73
rectangle_85_c2m,1091.1440000000005,64.73
rectangle_90_a1,174.66,0.02
rectangle_90_a2,174.66,0.16
rectangle_90_a3,174.66,1.34
rectangle_90_a4,1267.97,1.29
rectangle_90_b1,174.66,1.09
rectangle_90_b2,1662.15,77.58
rectangle_90_c1s,511.0,1.25
rectangle_90_c1c,385.0,1.25
rectangle_90_c1m,510.6360000000004,1.25
rectangle_90_c2s,468.0,64.9
rectangle_90_c2c,376.0,64.9
rectangle_90_c2m,509.12599999999975,64.9
triangle_10_a1,15793.34,0.02
triangle_10_a2,14816.78,0.17
triangle_10_a3,14738.66,1.28
triangle_10_a4,13215.23,1.32
triangle_10_b1,14677.28,1.11
triangle_10_b2,14602.87,78.34
triangle_10_c1s,10224.0,1.23
triangle_10_c1c,8346.0,1.23
triangle_10_c1m,11069.647999999996,1.23
triangle_10_c2s,9674.0,64.83
triangle_10_c2c,8195.0,64.83
triangle_10_c2m,9945.659000000007,64.83
triangle_15_a1,15793.34,0.02
triangle_15_a2,14802.63,0.16
triangle_15_a3,14128.96,1.31
triangle_15_a4,12464.58,1.32
triangle_15_b1,13953.46,1.06
triangle_15_b2,13988.84,77.06
triangle_15_c1s,9167.0,1.23
triangle_15_c1c,7516.0,1.23
triangle_15_c1m,10517.147000000003,1.23
triangle_15_c2s,9067.0,64.73
triangle_15_c2c,7776.0,64.73
triangle_15_c2m,9483.736000000006,64.73
triangle_20_a1,15793.34,0.02
triangle_20_a2,12778.78,0.16
triangle_20_a3,13381.69,1.33
triangle_20_a4,11572.96,1.28
triangle_20_b1,13496.54,1.08
triangle_20_b2,13336.24,75.78
triangle_20_c1s,8534.0,1.21
triangle_20_c1c,6684.0,1.21
triangle_20_c1m,10168.503999999997,1.21
triangle_20_c2s,8482.0,64.84
triangle_20_c2c,7194.0,64.84
triangle_20_c2m,8990.063,64.84
triangle_25_a1,15793.34,0.02
triangle_25_a2,12736.34,0.16
triangle_25_a3,12736.34,1.3
triangle_25_a4,10779.86,1.27
triangle_25_b1,12736.34,1.07
triangle_25_b2,12680.54,77.88
triangle_25_c1s,7543.0,1.16
triangle_25_c1c,5835.0,1.16
triangle_25_c1m,9588.495,1.16
triangle_25_c2s,7909.0,64.88
triangle_25_c2c,6779.0,64.88
triangle_25_c2m,8568.212999999998,64.88
triangle_30_a1,15793.34,0.02
triangle_30_a2,12693.9,0.16
triangle_30_a3,11950.03,1.31
triangle_30_a4,9966.39,1.29
triangle_30_b1,11660.75,1.1
triangle_30_b2,12007.59,78.1
triangle_30_c1s,6267.0,1.24
triangle_30_c1c,4933.0,1.24
triangle_30_c1m,8767.976000000006,1.24
triangle_30_c2s,7246.0,64.75
triangle_30_c2c,5980.0,64.75
triangle_30_c2m,8023.798999999995,64.75
triangle_35_a1,15793.34,0.02
triangle_35_a2,11583.08,0.16
triangle_35_a3,11246.26,1.29
triangle_35_a4,8720.1,1.29
triangle_35_b1,11282.35,1.07
triangle_35_b2,11307.41,76.16
triangle_35_c1s,6042.0,1.15
triangle_35_c1c,4881.0,1.15
triangle_35_c1m,8496.954000000012,1.15
triangle_35_c2s,6737.0,64.9
triangle_35_c2c,5470.0,64.9
triangle_35_c2m,7549.658999999991,64.9
triangle_40_a1,15793.34,0.02
triangle_40_a2,10395.46,0.16
triangle_40_a3,10352.27,1.27
triangle_40_a4,7890.84,1.28
triangle_40_b1,10549.68,1.08
triangle_40_b2,10536.83,76.95
triangle_40_c1s,5434.0,1.2
triangle_40_c1c,4249.0,1.2
triangle_40_c1m,7988.562000000014,1.2
triangle_40_c2s,6239.0,65.1
triangle_40_c2c,4958.0,65.1
triangle_40_c2m,7070.044999999994,65.1
triangle_45_a1,15793.34,0.02
triangle_45_a2,9162.57,0.16
triangle_45_a3,9560.42,1.28
triangle_45_a4,7040.72,1.28
triangle_45_b1,9794.07,1.09
triangle_45_b2,9736.18,75.75
triangle_45_c1s,4904.0,1.15
triangle_45_c1c,4175.0,1.15
triangle_45_c1m,7468.108000000011,1.15
triangle_45_c2s,5784.0,64.92
triangle_45_c2c,4109.0,64.92
triangle_45_c2m,6513.750000000001,64.92
triangle_50_a1,2242.7,0.02
triangle_50_a2,9018.02,0.16
triangle_50_a3,8340.49,1.28
triangle_50_a4,6172.39,1.28
triangle_50_b1,9018.02,1.07
triangle_50_b2,8923.92,77.76
triangle_50_c1s,4651.0,1.19
triangle_50_c1c,3858.0,1.19
triangle_50_c1m,6935.628000000001,1.19
triangle_50_c2s,5256.0,64.93
triangle_50_c2c,3656.0,64.93
triangle_50_c2m,5949.379999999994,64.93
triangle_55_a1,1971.13,0.02
triangle_55_a2,7730.38,0.16
triangle_55_a3,7776.46,1.28
triangle_55_a4,5841.35,1.29
triangle_55_b1,7894.93,1.09
triangle_55_b2,8111.59,77.1
triangle_55_c1s,4310.0,1.16
triangle_55_c1c,3794.0,1.16
triangle_55_c1m,6150.648000000008,1.16
triangle_55_c2s,4824.0,64.91
triangle_55_c2c,3600.0,64.91
triangle_55_c2m,5512.172999999996,64.91
triangle_60_a1,1717.07,0.02
triangle_60_a2,5236.14,0.17
triangle_60_a3,6784.53,1.29
triangle_60_a4,4532.32,1.27
triangle_60_b1,7247.03,1.11
triangle_60_b2,7252.62,76.54
triangle_60_c1s,4206.0,1.17
triangle_60_c1c,3736.0,1.17
triangle_60_c1m,5712.993000000005,1.17
triangle_60_c2s,4364.0,65.02
triangle_60_c2c,3337.0,65.02
triangle_60_c2m,4938.654999999995,65.02
triangle_65_a1,1480.54,0.02
triangle_65_a2,5058.74,0.16
triangle_65_a3,6060.63,1.28
triangle_65_a4,3627.46,1.28
