result_key,surface_power [wh],runtime [sec]
columns_55_c1m,3746.0710000000013,1.26
columns_55_c2s,2996.0,64.86
columns_55_c2c,2519.0,64.86
columns_55_c2m,3399.604999999999,64.86
columns_60_a1,357.44,0.02
columns_60_a2,3747.93,0.16
columns_60_a3,4426.02,1.31
columns_60_a4,4019.16,1.3
columns_60_b1,4595.55,1.09
columns_60_b2,4426.02,87.74
columns_60_c1s,1259.0,1.28
columns_60_c1c,773.0,1.28
columns_60_c1m,3730.5380000000014,1.28
columns_60_c2s,2746.0,65.38
columns_60_c2c,2192.0,65.38
columns_60_c2m,3208.271999999998,65.38
columns_65_a1,333.56,0.02
columns_65_a2,3732.01,0.16
columns_65_a3,3392.16,1.3
columns_65_a4,3494.12,1.29
columns_65_b1,3732.01,1.09
columns_65_b2,3901.93,86.96
columns_65_c1s,922.0,1.32
columns_65_c1c,570.0,1.32
columns_65_c1m,3115.6159999999977,1.32
columns_65_c2s,2309.0,65.21
columns_65_c2c,1621.0,65.21
columns_65_c2m,2841.3429999999976,65.21
columns_70_a1,310.51,0.02
columns_70_a2,2013.57,0.16
columns_70_a3,3376.02,1.31
columns_70_a4,2967.29,1.31
columns_70_b1,3716.64,1.11
columns_70_b2,3376.02,97.49
columns_70_c1s,899.0,1.37
columns_70_c1c,547.0,1.37
columns_70_c1m,3097.9199999999996,1.37
columns_70_c2s,1945.0,65.88
columns_70_c2c,1329.0,65.88
columns_70_c2m,2473.0309999999968,65.88
columns_75_a1,288.28,0.02
columns_75_a2,1995.05,0.16
columns_75_a3,2336.4,1.33
columns_75_a4,2438.81,1.3
columns_75_b1,2848.43,1.13
columns_75_b2,2848.43,97.05
columns_75_c1s,661.0,1.3
columns_75_c1c,516.0,1.3
columns_75_c1m,2476.362000000001,1.3
columns_75_c2s,1695.0,64.81
columns_75_c2c,1156.0,64.81
columns_75_c2m,2288.164999999996,64.81
columns_80_a1,266.88,0.02
columns_80_a2,1977.21,0.16
columns_80_a3,1293.08,1.28
columns_80_a4,1908.8,1.29
columns_80_b1,1977.21,1.08
columns_80_b2,2319.28,93.97
columns_80_c1s,664.0,1.29
columns_80_c1c,492.0,1.29
columns_80_c1m,1850.4499999999985,1.29
columns_80_c2s,1169.0,64.67
columns_80_c2c,862.0,64.67
columns_80_c2m,1750.0539999999971,64.67
columns_85_a1,246.3,0.02
columns_85_a2,246.3,0.16
columns_85_a3,1274.56,1.28
columns_85_a4,1377.39,1.28
columns_85_b1,1960.07,1.16
columns_85_b2,1788.69,93.77
columns_85_c1s,608.0,1.31
columns_85_c1c,473.0,1.31
columns_85_c1m,1828.4700000000025,1.31
columns_85_c2s,926.0,75.64
columns_85_c2c,602.0,75.64
columns_85_c2m,1418.665999999999,75.64
columns_90_a1,226.55,0.02
columns_90_a2,226.55,0.16
columns_90_a3,226.55,1.32
columns_90_a4,844.69,1.3
columns_90_b1,1085.08,1.1
columns_90_b2,1256.78,107.56
columns_90_c1s,598.0,1.33
columns_90_c1c,452.0,1.33
columns_90_c1m,1196.0270000000005,1.33
columns_90_c2s,641.0,65.27
columns_90_c2c,364.0,65.27
columns_90_c2m,1043.5639999999994,65.27
rectangle_10_a1,3113.72,0.02
rectangle_10_a2,10528.89,0.16
rectangle_10_a3,9639.07,1.27
rectangle_10_a4,10158.13,1.28
rectangle_10_b1,9469.58,1.08
rectangle_10_b2,9746.18,98.06
rectangle_10_c1s,6225.0,1.33
rectangle_10_c1c,5141.0,1.33
rectangle_10_c1m,7111.452000000008,1.33
rectangle_10_c2s,6220.0,64.92
rectangle_10_c2c,5359.0,64.92
rectangle_10_c2m,6517.606000000008,64.92
rectangle_15_a1,2794.59,0.02
rectangle_15_a2,6661.74,0.16
rectangle_15_a3,9291.4,1.29
rectangle_15_a4,9910.15,1.28
rectangle_15_b1,9423.99,1.08
rectangle_15_b2,9399.44,87.27
rectangle_15_c1s,6226.0,1.27
rectangle_15_c1c,5143.0,1.27
rectangle_15_c1m,7093.332000000006,1.27
rectangle_15_c2s,5976.0,65.06
rectangle_15_c2c,5058.0,65.06
rectangle_15_c2m,6295.777000000005,65.06
rectangle_20_a1,2492.7,0.02
rectangle_20_a2,6510.8,0.16
rectangle_20_a3,8600.21,1.28
rectangle_20_a4,9564.55,1.29
rectangle_20_b1,8806.85,1.08
rectangle_20_b2,8979.06,95.36
rectangle_20_c1s,5489.0,1.25
rectangle_20_c1c,3982.0,1.25
rectangle_20_c1m,6657.312000000007,1.25
rectangle_20_c2s,5658.0,64.39
rectangle_20_c2c,4221.0,64.39
rectangle_20_c2m,6100.972000000009,64.39
rectangle_25_a1,2208.07,0.02
rectangle_25_a2,4981.68,0.16
rectangle_25_a3,8032.64,1.31
rectangle_25_a4,9197.56,1.34
rectangle_25_b1,8745.86,1.07
rectangle_25_b2,8547.74,89.94
rectangle_25_c1s,5469.0,1.3
rectangle_25_c1c,3947.0,1.3
rectangle_25_c1m,6630.240000000008,1.3
rectangle_25_c2s,5393.0,64.17
rectangle_25_c2c,4141.0,64.17
rectangle_25_c2m,5787.775000000007,64.17
rectangle_30_a1,1940.69,0.02
rectangle_30_a2,4803.42,0.16
rectangle_30_a3,7437.14,1.29
rectangle_30_a4,8725.37,1.28
rectangle_30_b1,8688.56,1.07
rectangle_30_b2,8054.67,89.88
rectangle_30_c1s,5447.0,1.39
rectangle_30_c1c,3912.0,1.39
rectangle_30_c1m,6603.222000000005,1.39
rectangle_30_c2s,4840.0,64.56
rectangle_30_c2c,3706.0,64.56
rectangle_30_c2m,5235.488000000003,64.56
rectangle_35_a1,1690.55,0.02
rectangle_35_a2,4636.67,0.16
rectangle_35_a3,6816.79,1.28
rectangle_35_a4,8407.69,1.29
rectangle_35_b1,6320.16,1.08
rectangle_35_b2,7491.59,92.48
rectangle_35_c1s,3338.0,1.31
rectangle_35_c1c,2388.0,1.31
rectangle_35_c1m,4944.76,1.31
rectangle_35_c2s,4229.0,64.36
rectangle_35_c2c,3172.0,64.36
rectangle_35_c2m,4657.549000000002,64.36
rectangle_40_a1,1457.67,0.02
rectangle_40_a2,4481.41,0.16
rectangle_40_a3,6628.27,1.27
rectangle_40_a4,8170.37,1.29
rectangle_40_b1,6209.26,1.07
rectangle_40_b2,6972.4,85.29
rectangle_40_c1s,3266.0,1.24
rectangle_40_c1c,2312.0,1.24
rectangle_40_c1m,4885.039999999999,1.24
rectangle_40_c2s,3829.0,64.44
rectangle_40_c2c,2673.0,64.44
rectangle_40_c2m,4451.001000000002,64.44
rectangle_45_a1,1242.04,0.02
rectangle_45_a2,2789.85,0.16
rectangle_45_a3,5328.25,1.29
rectangle_45_a4,7835.7,1.28
rectangle_45_b1,6106.58,1.07
rectangle_45_b2,6401.4,83.41
rectangle_45_c1s,3166.0,1.28
rectangle_45_c1c,2242.0,1.28
rectangle_45_c1m,4825.439999999997,1.28
rectangle_45_c2s,3744.0,64.18
rectangle_45_c2c,2534.0,64.18
rectangle_45_c2m,4433.800000000003,64.18
rectangle_50_a1,1043.66,0.02
rectangle_50_a2,2624.53,0.16
rectangle_50_a3,4458.34,1.28
rectangle_50_a4,7114.21,1.28
rectangle_50_b1,6012.11,1.08
rectangle_50_b2,5786.27,83.85
rectangle_50_c1s,3085.0,1.22
rectangle_50_c1c,2166.0,1.22
rectangle_50_c1m,4766.080000000002,1.22
rectangle_50_c2s,3458.0,64.32
rectangle_50_c2c,2355.0,64.32
rectangle_50_c2m,4080.2160000000044,64.32
rectangle_55_a1,862.53,0.02
rectangle_55_a2,2473.59,0.16
rectangle_55_a3,4342.42,1.28
rectangle_55_a4,6759.01,1.29
rectangle_55_b1,5925.86,1.07
rectangle_55_b2,5408.02,83.36
rectangle_55_c1s,3037.0,1.3
rectangle_55_c1c,2094.0,1.3
rectangle_55_c1m,4706.919999999996,1.3
rectangle_55_c2s,3129.0,64.27
rectangle_55_c2c,2155.0,64.27
rectangle_55_c2m,3672.624000000002,64.27
rectangle_60_a1,698.65,0.02
rectangle_60_a2,698.65,0.16
rectangle_60_a3,3451.12,1.27
rectangle_60_a4,5712.07,1.28
rectangle_60_b1,4677.56,1.08
rectangle_60_b2,4724.37,82.42
rectangle_60_c1s,2757.0,1.22
rectangle_60_c1c,2017.9999999999998,1.22
rectangle_60_c1m,3832.2199999999975,1.22
rectangle_60_c2s,2530.0,64.45
rectangle_60_c2c,1735.0,64.45
rectangle_60_c2m,3112.061999999999,64.45
rectangle_65_a1,552.02,0.02
rectangle_65_a2,552.02,0.16
rectangle_65_a3,3345.54,1.28
rectangle_65_a4,5141.38,1.27
rectangle_65_b1,4590.28,1.06
rectangle_65_b2,4000.37,118.4
rectangle_65_c1s,2671.0,1.25
rectangle_65_c1c,1944.0,1.25
rectangle_65_c1m,3758.919999999997,1.25
rectangle_65_c2s,2041.9999999999998,64.29
rectangle_65_c2c,1297.0,64.29
rectangle_65_c2m,2575.737000000001,64.29
rectangle_70_a1,422.64,0.02
rectangle_70_a2,422.64,0.16
rectangle_70_a3,1433.26,1.28
rectangle_70_a4,4667.26,1.28
rectangle_70_b1,4513.26,1.08
rectangle_70_b2,3510.66,113.7
rectangle_70_c1s,2580.0,1.87
rectangle_70_c1c,1870.0,1.87
rectangle_70_c1m,3686.019999999999,1.87
rectangle_70_c2s,1777.0,63.79
rectangle_70_c2c,1150.0,63.79
rectangle_70_c2m,2229.383999999998,63.79
rectangle_75_a1,310.51,0.02
rectangle_75_a2,310.51,0.16
rectangle_75_a3,310.51,1.27
rectangle_75_a4,3784.76,1.28
rectangle_75_b1,3230.05,1.06
rectangle_75_b2,2938.09,81.39
rectangle_75_c1s,1559.0,1.32
rectangle_75_c1c,1140.0,1.32
rectangle_75_c1m,2754.120000000001,1.32
rectangle_75_c2s,1277.0,64.2
rectangle_75_c2c,783.0,64.2
rectangle_75_c2m,1703.0119999999995,64.2
rectangle_80_a1,215.63,0.02
rectangle_80_a2,215.63,0.17
rectangle_80_a3,215.63,1.29
rectangle_80_a4,3515.87,1.27
rectangle_80_b1,1934.51,1.07
rectangle_80_b2,2208.71,84.57
rectangle_80_c1s,585.0,1.21
rectangle_80_c1c,443.0,1.21
rectangle_80_c1m,1793.9599999999991,1.21
rectangle_80_c2s,606.0,64.01
rectangle_80_c2c,425.0,64.01
rectangle_80_c2m,1032.579999999999,64.01
rectangle_85_a1,138.0,0.02
rectangle_85_a2,138.0,0.16
rectangle_85_a3,138.0,1.27
rectangle_85_a4,2112.27,1.29
rectangle_85_b1,138.0,1.07
rectangle_85_b2,1684.27,83.5
rectangle_85_c1s,451.0,1.27
rectangle_85_c1c,341.0,1.27
rectangle_85_c1m,450.996000000001,1.27
rectangle_85_c2s,452.0,63.92
rectangle_85_c2c,375.0,63.92
rectangle_85_c2m,763.8939999999993,63.92
rectangle_90_a1,77.63,0.02
rectangle_90_a2,77.63,0.16
rectangle_90_a3,77.63,1.28
rectangle_90_a4,809.22,1.27
rectangle_90_b1,77.63,1.06
rectangle_90_b2,1072.99,81.19
rectangle_90_c1s,333.0,1.2
rectangle_90_c1c,252.0,1.2
rectangle_90_c1m,332.89200000000017,1.2
rectangle_90_c2s,305.0,64.07
rectangle_90_c2c,245.0,64.07
rectangle_90_c2m,332.7160000000002,64.07
triangle_10_a1,10528.89,0.02
triangle_10_a2,9838.38,0.16
triangle_10_a3,9783.13,1.28
triangle_10_a4,8705.93,1.28
triangle_10_b1,9739.73,1.07
triangle_10_b2,9687.12,80.52
triangle_10_c1s,6788.0,1.25
triangle_10_c1c,5530.0,1.25
triangle_10_c1m,7343.3440000000055,1.25
triangle_10_c2s,6411.0,64.88
triangle_10_c2c,5410.0,64.88
triangle_10_c2m,6588.948000000008,64.88
triangle_15_a1,10528.89,0.02
triangle_15_a2,9823.13,0.16
triangle_15_a3,9343.21,1.28
triangle_15_a4,8157.52,1.33
triangle_15_b1,9218.18,1.08
triangle_15_b2,9243.39,84.76
triangle_15_c1s,6088.0,1.21
triangle_15_c1c,4982.0,1.21
triangle_15_c1m,6975.367000000005,1.21
triangle_15_c2s,6009.0,65.3
triangle_15_c2c,5147.0,65.3
triangle_15_c2m,6281.403000000007,65.3
triangle_20_a1,10528.89,0.02
triangle_20_a2,8367.79,0.16
triangle_20_a3,8800.01,1.29
triangle_20_a4,7503.35,1.29
triangle_20_b1,8882.34,1.1
triangle_20_b2,8767.42,102.26
triangle_20_c1s,5669.0,1.32
triangle_20_c1c,4431.0,1.32
triangle_20_c1m,6743.296000000003,1.32
triangle_20_c2s,5621.0,64.24
triangle_20_c2c,4751.0,64.24
triangle_20_c2m,5942.287000000006,64.24
triangle_25_a1,10528.89,0.02
triangle_25_a2,8325.94,0.16
triangle_25_a3,8325.94,1.29
triangle_25_a4,6916.05,1.3
triangle_25_b1,8325.94,1.09
triangle_25_b2,8285.72,88.15
triangle_25_c1s,5008.0,1.28
triangle_25_c1c,3866.0,1.28
triangle_25_c1m,6357.225000000008,1.28
triangle_25_c2s,5242.0,64.7
triangle_25_c2c,4477.0,64.7
triangle_25_c2m,5656.619000000004,64.7
triangle_30_a1,10528.89,0.02
triangle_30_a2,8286.03,0.17
triangle_30_a3,7747.74,1.29
triangle_30_a4,6312.31,1.28
triangle_30_b1,7538.41,1.06
triangle_30_b2,7789.39,90.36
triangle_30_c1s,4162.0,1.37
triangle_30_c1c,3270.0,1.37
triangle_30_c1m,5811.148,1.37
triangle_30_c2s,4802.0,64.75
triangle_30_c2c,3960.0,64.75
triangle_30_c2m,5333.253000000004,64.75
triangle_35_a1,10528.89,0.02
triangle_35_a2,7487.79,0.16
triangle_35_a3,7244.5,1.28
triangle_35_a4,5419.84,1.29
triangle_35_b1,7270.57,1.1
triangle_35_b2,7288.67,85.85
triangle_35_c1s,4013.0,1.32
triangle_35_c1c,3236.0,1.32
triangle_35_c1m,5631.06,1.32
triangle_35_c2s,4465.0,66.82
triangle_35_c2c,3615.0,66.82
triangle_35_c2m,4996.068000000004,66.82
triangle_40_a1,10528.89,0.02
triangle_40_a2,6667.49,0.2
triangle_40_a3,6636.6,1.4
triangle_40_a4,4875.8,1.32
triangle_40_b1,6777.81,1.08
triangle_40_b2,6768.62,101.65
triangle_40_c1s,3601.0,1.33
triangle_40_c1c,2815.0,1.33
triangle_40_c1m,5293.052,1.33
triangle_40_c2s,4132.0,64.32
triangle_40_c2c,3279.0,64.32
triangle_40_c2m,4677.303000000002,64.32
triangle_45_a1,10528.89,0.02
triangle_45_a2,5827.07,0.16
triangle_45_a3,6109.18,1.28
triangle_45_a4,4322.49,1.29
triangle_45_b1,6274.86,1.07
triangle_45_b2,6233.81,89.74
triangle_45_c1s,3287.0,1.41
triangle_45_c1c,2766.0,1.41
triangle_45_c1m,4947.12,1.41
triangle_45_c2s,3823.0,64.6
triangle_45_c2c,2713.0,64.6
triangle_45_c2m,4281.838000000005,64.6
triangle_50_a1,996.76,0.02
triangle_50_a2,5762.82,0.16
triangle_50_a3,5286.22,1.29
triangle_50_a4,3761.08,1.28
triangle_50_b1,5762.82,1.09
triangle_50_b2,5696.63,91.55
triangle_50_c1s,3079.0,1.22
triangle_50_c1c,2559.0,1.22
triangle_50_c1m,4593.288000000004,1.22
triangle_50_c2s,3488.0,64.68
triangle_50_c2c,2446.0,64.68
triangle_50_c2m,3963.6410000000055,64.68
triangle_55_a1,876.06,0.02
triangle_55_a2,4898.07,0.16
triangle_55_a3,4930.25,1.29
triangle_55_a4,3578.85,1.28
triangle_55_b1,5012.99,1.07
triangle_55_b2,5164.29,88.17
triangle_55_c1s,2850.0,1.31
triangle_55_c1c,2517.0,1.31
triangle_55_c1m,4071.6,1.31
triangle_55_c2s,3160.0,64.65
triangle_55_c2c,2326.0,64.65
triangle_55_c2m,3578.6220000000017,64.65
triangle_60_a1,763.14,0.02
triangle_60_a2,3204.58,0.16
triangle_60_a3,4278.81,1.28
triangle_60_a4,2716.29,1.3
triangle_60_b1,4599.69,1.06
triangle_60_b2,4603.56,91.26
triangle_60_c1s,2782.0,1.23
triangle_60_c1c,2478.0,1.23
triangle_60_c1m,3781.1399999999944,1.23
triangle_60_c2s,2887.0,64.39
triangle_60_c2c,2209.0,64.39
triangle_60_c2m,3263.418000000001,64.39
triangle_65_a1,658.02,0.02
triangle_65_a2,3125.73,0.16
triangle_65_a3,3816.7,1.28
triangle_65_a4,2138.65,1.28
triangle_65_b1,4065.82,1.07
