result_key,surface_power [wh],runtime [sec]
rows_60_a2,15582.76,0.16
rows_60_a3,13434.87,1.3
rows_60_a4,7635.55,1.29
rows_60_b1,14048.55,1.08
rows_60_b2,13537.15,78.59
rows_65_a1,4290.52,0.02
rows_65_a2,15306.38,0.17
rows_65_a3,10900.04,1.29
rows_65_a4,6934.33,1.28
rows_65_b1,10585.3,1.06
rows_65_b2,12158.99,75.62
rows_70_a1,3737.76,0.02
rows_70_a2,3737.76,0.16
rows_70_a3,10513.1,1.27
rows_70_a4,6222.05,1.26
rows_70_b1,10190.46,1.06
rows_70_b2,10190.46,72.59
rows_75_a1,3083.07,0.02
rows_75_a2,3083.07,0.16
rows_75_a3,7730.9,1.29
rows_75_a4,5174.59,1.27
rows_75_b1,9722.83,1.06
rows_75_b2,9169.52,76.84
rows_80_a1,2105.78,0.02
rows_80_a2,2105.78,0.16
rows_80_a3,6949.07,1.27
rows_80_a4,4043.09,1.28
rows_80_b1,5565.27,1.06
rows_80_b2,6718.44,74.48
rows_85_a1,1314.22,0.02
rows_85_a2,1314.22,0.16
rows_85_a3,3815.02,1.27
rows_85_a4,3064.78,1.26
rows_85_b1,4886.79,1.06
rows_85_b2,4886.79,75.41
rows_90_a1,708.38,0.02
rows_90_a2,708.38,0.16
rows_90_a3,3269.77,1.27
rows_90_a4,2501.35,1.26
rows_90_b1,4367.5,1.07
rows_90_b2,3147.8,73.89
columns_10_a1,26322.23,0.02
columns_10_a2,26322.23,0.16
columns_10_a3,24053.25,1.27
columns_10_a4,23145.66,1.29
columns_10_b1,24431.42,1.08
columns_10_b2,24053.25,78.03
columns_15_a1,26322.23,0.02
columns_15_a2,22525.25,0.16
columns_15_a3,24044.04,1.29
columns_15_a4,21993.67,1.28
columns_15_b1,22525.25,1.12
columns_15_b2,22904.95,77.27
columns_20_a1,26322.23,0.02
columns_20_a2,22509.89,0.16
columns_20_a3,21747.43,1.29
columns_20_a4,20832.47,1.28
columns_20_b1,22509.89,1.07
columns_20_b2,21747.43,80.03
columns_25_a1,26322.23,0.02
columns_25_a2,22494.54,0.16
columns_25_a3,19432.39,1.28
columns_25_a4,19662.05,1.28
columns_25_b1,20580.69,1.07
columns_25_b2,20580.69,77.81
columns_30_a1,26322.23,0.02
columns_30_a2,18627.43,0.17
columns_30_a3,19396.91,1.29
columns_30_a4,18473.54,1.28
columns_30_b1,18627.43,1.07
columns_30_b2,19396.91,78.33
columns_35_a1,26322.23,0.02
columns_35_a2,18567.37,0.16
columns_35_a3,17016.39,1.32
columns_35_a4,17249.04,1.28
columns_35_b1,18567.37,1.08
columns_35_b2,18179.62,77.18
columns_40_a1,26322.23,0.02
columns_40_a2,18509.02,0.16
columns_40_a3,16946.38,1.29
columns_40_a4,16008.79,1.29
columns_40_b1,16555.72,1.09
columns_40_b2,16946.38,76.69
columns_45_a1,26322.23,0.02
columns_45_a2,14517.47,0.16
columns_45_a3,14517.47,1.27
columns_45_a4,14753.57,1.31
columns_45_b1,16484.93,1.07
columns_45_b2,15697.95,87.34
columns_50_a1,2547.99,0.02
columns_50_a2,14435.11,0.16
columns_50_a3,14435.11,1.29
columns_50_a4,13484.14,1.28
columns_50_b1,14435.11,1.09
columns_50_b2,14435.11,75.61
columns_55_a1,2388.43,0.02
columns_55_a2,10366.36,0.16
columns_55_a3,11961.95,1.28
columns_55_a4,12201.29,1.28
columns_55_b1,12360.84,1.07
columns_55_b2,13158.64,76.08
columns_60_a1,2234.02,0.02
columns_60_a2,10263.42,0.16
columns_60_a3,11869.3,1.29
columns_60_a4,10905.78,1.29
columns_60_b1,12270.77,1.08
columns_60_b2,11869.3,77.71
columns_65_a1,2084.77,0.02
columns_65_a2,10163.93,0.16
columns_65_a3,9356.01,1.3
columns_65_a4,9598.38,1.31
columns_65_b1,10163.93,1.08
columns_65_b2,10567.88,75.87
columns_70_a1,1940.69,0.02
columns_70_a2,6004.28,0.16
columns_70_a3,9255.15,1.29
columns_70_a4,8279.89,1.31
columns_70_b1,10067.87,1.07
columns_70_b2,9255.15,77.45
columns_75_a1,1801.76,0.02
columns_75_a2,5888.5,0.17
columns_75_a3,6705.85,1.3
columns_75_a4,6951.06,1.29
columns_75_b1,7931.87,1.07
columns_75_b2,7931.87,77.7
columns_80_a1,1667.99,0.02
columns_80_a2,5777.03,0.16
columns_80_a3,4133.41,1.28
columns_80_a4,5612.67,1.28
columns_80_b1,5777.03,1.07
columns_80_b2,6598.84,76.81
columns_85_a1,1539.38,0.02
columns_85_a2,1539.38,0.16
columns_85_a3,4017.66,1.28
columns_85_a4,4265.49,1.33
columns_85_b1,5669.85,1.08
columns_85_b2,5256.8,78.01
columns_90_a1,1415.93,0.02
columns_90_a2,1415.93,0.16
columns_90_a3,1415.93,1.3
columns_90_a4,2910.3,1.28
columns_90_b1,3491.45,1.12
columns_90_b2,3906.56,79.14
rectangle_10_a1,8001.96,0.02
rectangle_10_a2,26322.23,0.16
rectangle_10_a3,24123.8,1.31
rectangle_10_a4,25406.22,1.3
rectangle_10_b1,23705.05,1.09
rectangle_10_b2,24388.42,78.78
rectangle_15_a1,7580.8,0.02
rectangle_15_a2,16951.52,0.16
rectangle_15_a3,23323.6,1.29
rectangle_15_a4,24822.92,1.29
rectangle_15_b1,23644.88,1.08
rectangle_15_b2,23585.39,77.76
rectangle_20_a1,7159.65,0.02
rectangle_20_a2,16740.94,0.16
rectangle_20_a3,21723.21,1.28
rectangle_20_a4,24022.72,1.27
rectangle_20_b1,22215.96,1.06
rectangle_20_b2,22626.59,73.94
rectangle_25_a1,6738.49,0.02
rectangle_25_a2,13266.4,0.16
rectangle_25_a3,20447.11,1.27
rectangle_25_a4,23188.83,1.26
rectangle_25_b1,22125.71,1.06
rectangle_25_b2,21659.43,74.07
rectangle_30_a1,6317.34,0.02
rectangle_30_a2,12985.63,0.16
rectangle_30_a3,19120.47,1.27
rectangle_30_a4,22121.2,1.26
rectangle_30_b1,22035.47,1.06
rectangle_30_b2,20558.91,75.48
rectangle_35_a1,5896.18,0.02
rectangle_35_a2,12704.86,0.16
rectangle_35_a3,17743.29,1.27
rectangle_35_a4,21419.98,1.27
rectangle_35_b1,16595.54,1.06
rectangle_35_b2,19302.8,74.3
rectangle_40_a1,5475.02,0.02
rectangle_40_a2,12424.09,0.16
rectangle_40_a3,17357.93,1.27
rectangle_40_a4,20901.96,1.26
rectangle_40_b1,16394.99,1.06
rectangle_40_b2,18148.8,73.25
rectangle_45_a1,5053.87,0.02
rectangle_45_a2,8598.59,0.16
rectangle_45_a3,14411.95,1.27
rectangle_45_a4,20154.4,1.26
rectangle_45_b1,16194.44,1.06
rectangle_45_b2,16869.62,74.82
rectangle_50_a1,4632.71,0.02
rectangle_50_a2,8247.63,0.16
rectangle_50_a3,12440.94,1.27
rectangle_50_a4,18514.0,1.26
rectangle_50_b1,15993.89,1.06
rectangle_50_b2,15477.47,73.27
rectangle_55_a1,4211.56,0.02
rectangle_55_a2,7896.67,0.16
rectangle_55_a3,12171.4,1.27
rectangle_55_a4,17699.07,1.26
rectangle_55_b1,15793.34,1.06
rectangle_55_b2,14608.84,73.83
rectangle_60_a1,3790.4,0.02
rectangle_60_a2,3790.4,0.16
rectangle_60_a3,10099.31,1.27
rectangle_60_a4,15281.63,1.26
rectangle_60_b1,12910.43,1.06
rectangle_60_b2,13017.72,73.36
rectangle_65_a1,3369.25,0.02
rectangle_65_a2,3369.25,0.16
rectangle_65_a3,9796.08,1.27
rectangle_65_a4,13927.62,1.26
rectangle_65_b1,12659.74,1.06
rectangle_65_b2,11302.6,76.99
rectangle_70_a1,2641.49,0.02
rectangle_70_a2,2641.49,0.16
rectangle_70_a3,5009.56,1.27
rectangle_70_a4,12587.4,1.26
rectangle_70_b1,12226.55,1.06
rectangle_70_b2,9877.27,73.78
rectangle_75_a1,1940.69,0.02
rectangle_75_a2,1940.69,0.16
rectangle_75_a3,1940.69,1.27
rectangle_75_a4,10230.41,1.26
rectangle_75_b1,8906.84,1.06
rectangle_75_b2,8210.23,75.52
rectangle_80_a1,1347.7,0.02
rectangle_80_a2,1347.7,0.16
rectangle_80_a3,1347.7,1.27
rectangle_80_a4,9339.55,1.26
rectangle_80_b1,5510.12,1.06
rectangle_80_b2,6174.13,73.33
rectangle_85_a1,862.53,0.02
rectangle_85_a2,862.53,0.16
rectangle_85_a3,862.53,1.27
rectangle_85_a4,5699.87,1.33
rectangle_85_b1,862.53,1.06
rectangle_85_b2,4651.17,75.0
rectangle_90_a1,485.17,0.02
rectangle_90_a2,485.17,0.16
rectangle_90_a3,485.17,1.27
rectangle_90_a4,2293.77,1.26
rectangle_90_b1,485.17,1.06
rectangle_90_b2,2945.84,74.38
triangle_10_a1,26322.23,0.02
triangle_10_a2,24694.64,0.17
triangle_10_a3,24564.43,1.27
triangle_10_a4,22025.39,1.26
triangle_10_b1,24462.13,1.06
triangle_10_b2,24338.12,73.8
triangle_15_a1,26322.23,0.02
triangle_15_a2,24671.06,0.16
triangle_15_a3,23548.26,1.27
triangle_15_a4,20774.29,1.26
triangle_15_b1,23255.77,1.06
triangle_15_b2,23314.74,74.17
triangle_20_a1,26322.23,0.02
triangle_20_a2,21297.97,0.16
triangle_20_a3,22302.82,1.28
triangle_20_a4,19288.27,1.28
triangle_20_b1,22494.23,1.07
triangle_20_b2,22227.06,80.52
triangle_25_a1,26322.23,0.02
triangle_25_a2,21227.23,0.15
triangle_25_a3,21227.23,1.27
triangle_25_a4,17966.44,1.26
triangle_25_b1,21227.23,1.06
triangle_25_b2,21134.23,73.9
triangle_30_a1,26322.23,0.02
triangle_30_a2,21156.49,0.16
triangle_30_a3,19916.71,1.27
triangle_30_a4,16610.64,1.28
triangle_30_b1,19434.58,1.06
triangle_30_b2,20012.65,73.35
triangle_35_a1,26322.23,0.02
triangle_35_a2,19340.26,0.16
triangle_35_a3,18781.7,1.27
triangle_35_a4,14592.52,1.26
triangle_35_b1,18841.55,1.06
triangle_35_b2,18883.11,74.33
triangle_40_a1,26322.23,0.02
triangle_40_a2,17476.86,0.16
triangle_40_a3,17406.1,1.27
triangle_40_a4,13372.61,1.26
triangle_40_b1,17729.59,1.06
triangle_40_b2,17708.53,73.72
triangle_45_a1,26322.23,0.02
triangle_45_a2,15566.31,0.16
triangle_45_a3,16211.66,1.27
triangle_45_a4,12124.41,1.26
triangle_45_b1,16590.68,1.06
triangle_45_b2,16496.78,72.96
triangle_50_a1,4527.42,0.02
triangle_50_a2,15424.83,0.16
triangle_50_a3,14335.09,1.27
triangle_50_a4,10847.92,1.27
triangle_50_b1,15424.83,1.06
triangle_50_b2,15273.47,73.22
triangle_55_a1,4244.46,0.02
triangle_55_a2,13443.53,0.16
triangle_55_a3,13517.12,1.28
triangle_55_a4,10426.24,1.28
triangle_55_b1,13706.36,1.08
triangle_55_b2,14052.42,75.71
triangle_60_a1,3961.5,0.02
triangle_60_a2,9551.68,0.16
triangle_60_a3,12011.36,1.27
triangle_60_a4,8433.64,1.26
triangle_60_b1,12746.07,1.06
triangle_60_b2,12754.94,74.28
triangle_65_a1,3678.53,0.02
triangle_65_a2,9339.46,0.16
triangle_65_a3,10924.51,1.27
triangle_65_a4,7075.09,1.27
triangle_65_b1,11496.0,1.07
triangle_65_b2,11482.52,74.15
triangle_70_a1,3395.57,0.02
triangle_70_a2,7216.68,0.16
triangle_70_a3,9585.77,1.27
triangle_70_a4,6146.77,1.27
triangle_70_b1,10491.92,1.06
triangle_70_b2,10123.45,74.66
triangle_75_a1,2944.52,0.02
triangle_75_a2,6840.81,0.16
triangle_75_a3,7620.06,1.27
triangle_75_a4,4814.74,1.26
triangle_75_b1,8510.64,1.06
triangle_75_b2,8663.71,74.33
triangle_80_a1,2433.49,0.02
triangle_80_a2,2433.49,0.16
triangle_80_a3,6255.69,1.27
triangle_80_a4,4105.7,1.26
triangle_80_b1,7268.12,1.06
triangle_80_b2,7073.78,73.29
triangle_85_a1,1971.13,0.02
triangle_85_a2,1971.13,0.16
triangle_85_a3,4649.75,1.27
triangle_85_a4,3188.68,1.26
triangle_85_b1,5449.86,1.06
triangle_85_b2,5483.68,74.47
triangle_90_a1,1557.43,0.02
triangle_90_a2,1557.43,0.16
triangle_90_a3,2795.67,1.28
triangle_90_a4,2795.67,1.27
triangle_90_b1,3915.99,1.06
triangle_90_b2,3886.5,74.43
circle_10_a1,4211.56,0.02
circle_10_a2,22637.12,0.16
circle_10_a3,23668.95,1.27
circle_10_a4,24995.59,1.26
circle_10_b1,24742.9,1.06
circle_10_b2,24080.45,74.57
circle_15_a1,4073.36,0.02
circle_15_a2,18905.94,0.16
circle_15_a3,22317.43,1.27
circle_15_a4,24319.83,1.27
circle_15_b1,23143.82,1.07
circle_15_b2,22914.27,76.24
circle_20_a1,3935.17,0.02
circle_20_a2,18859.88,0.15
circle_20_a3,20949.34,1.27
circle_20_a4,23188.04,1.27
circle_20_b1,22058.03,1.07
circle_20_b2,21755.98,75.37
circle_25_a1,3796.98,0.02
circle_25_a2,18813.81,0.16
circle_25_a3,19114.15,1.28
circle_25_a4,21141.42,1.27
circle_25_b1,19886.44,1.07
circle_25_b2,20659.63,74.55
circle_30_a1,3658.79,0.02
circle_30_a2,18767.75,0.16
circle_30_a3,18163.39,1.28
circle_30_a4,19976.47,1.3
circle_30_b1,19846.96,1.08
circle_30_b2,19505.21,77.48
circle_35_a1,3520.6,0.02
circle_35_a2,14921.41,0.16
circle_35_a3,17201.58,1.29
circle_35_a4,18797.69,1.28
circle_35_b1,18721.69,1.07
circle_35_b2,18309.99,75.33
circle_40_a1,3382.41,0.02
circle_40_a2,14852.32,0.16
circle_40_a3,15769.91,1.27
circle_40_a4,17375.7,1.28
circle_40_b1,17037.06,1.08
circle_40_b2,17123.54,77.1
circle_45_a1,3198.8,0.02
circle_45_a2,10906.61,0.16
circle_45_a3,15222.98,1.29
circle_45_a4,16379.15,1.27
circle_45_b1,15861.63,1.06
circle_45_b2,15866.22,76.12
circle_50_a1,2932.09,0.02
circle_50_a2,10728.8,0.16
circle_50_a3,13223.75,1.27
circle_50_a4,15328.86,1.27
circle_50_b1,14627.16,1.07
circle_50_b2,14613.23,77.15
circle_55_a1,2676.98,0.02
circle_55_a2,10558.73,0.16
circle_55_a3,11662.18,1.28
circle_55_a4,13553.8,1.28
circle_55_b1,13936.62,1.07
circle_55_b2,13284.5,78.33
circle_60_a1,2433.49,0.02
circle_60_a2,10396.4,0.16
circle_60_a3,10077.89,1.28
circle_60_a4,12227.87,1.27
circle_60_b1,11533.96,1.07
circle_60_b2,11932.11,77.76
circle_65_a1,2201.6,0.02
circle_65_a2,6221.71,0.16
circle_65_a3,8955.38,1.27
circle_65_a4,10643.82,1.3
circle_65_b1,10241.81,1.08
circle_65_b2,10591.18,76.1
circle_70_a1,1981.33,0.02
circle_70_a2,6038.14,0.16
circle_70_a3,7336.33,1.28
circle_70_a4,9527.01,1.28
circle_70_b1,10094.96,1.06
circle_70_b2,9278.77,75.65
circle_75_a1,1772.66,0.02
circle_75_a2,1772.66,0.16
circle_75_a3,5700.59,1.28
circle_75_a4,7910.05,1.27
circle_75_b1,7033.28,1.07
circle_75_b2,7871.08,77.27
circle_80_a1,1575.6,0.02
circle_80_a2,1575.6,0.16
circle_80_a3,4050.26,1.29
circle_80_a4,6772.39,1.32
circle_80_b1,5700.03,1.1
circle_80_b2,6421.81,76.17
circle_85_a1,1390.14,0.02
circle_85_a2,1390.14,0.16
circle_85_a3,2886.07,1.28
circle_85_a4,5129.96,1.26
circle_85_b1,5545.49,1.06
circle_85_b2,5164.58,75.75
circle_90_a1,1216.3,0.02
circle_90_a2,1216.3,0.16
circle_90_a3,1216.3,1.28
circle_90_a4,4229.01,1.27
circle_90_b1,3607.34,1.06
circle_90_b2,3736.85,75.63
ellipse_10_a1,4106.27,0.02
ellipse_10_a2,22619.57,0.16
ellipse_10_a3,24100.63,1.29
ellipse_10_a4,24767.11,1.27
ellipse_10_b1,23677.47,1.07
ellipse_10_b2,24016.88,76.45
ellipse_15_a1,4007.56,0.02
ellipse_15_a2,22603.12,0.16
ellipse_15_a3,22305.59,1.27
ellipse_15_a4,23198.18,1.28
ellipse_15_b1,22603.12,1.07
ellipse_15_b2,22913.04,77.4
ellipse_20_a1,3908.85,0.02
ellipse_20_a2,18851.1,0.16
ellipse_20_a3,20494.75,1.28
ellipse_20_a4,22063.69,1.28
ellipse_20_b1,22053.01,1.07
ellipse_20_b2,21781.74,76.66
ellipse_25_a1,3810.14,0.02
ellipse_25_a2,18818.2,0.16
ellipse_25_a3,19568.6,1.27
ellipse_25_a4,21144.45,1.27
ellipse_25_b1,19890.2,1.06
ellipse_25_b2,20555.74,74.2
ellipse_30_a1,3711.43,0.02
ellipse_30_a2,18785.3,0.16
ellipse_30_a3,18634.56,1.28
ellipse_30_a4,19538.99,1.26
ellipse_30_b1,19862.0,1.06
ellipse_30_b2,19467.21,74.44
ellipse_35_a1,3612.73,0.02
ellipse_35_a2,14967.48,0.16
ellipse_35_a3,16784.24,1.27
ellipse_35_a4,18828.09,1.27
ellipse_35_b1,18211.69,1.06
ellipse_35_b2,18297.3,74.7
ellipse_40_a1,3514.02,0.02
ellipse_40_a2,11116.75,0.16
ellipse_40_a3,15830.45,1.27
ellipse_40_a4,18795.52,1.28
ellipse_40_b1,16004.23,1.06
ellipse_40_b2,17072.23,75.34
ellipse_45_a1,3415.31,0.02
ellipse_45_a2,11050.95,0.16
ellipse_45_a3,13952.49,1.27
ellipse_45_a4,17617.6,1.26
ellipse_45_b1,15959.57,1.06
ellipse_45_b2,15914.12,73.71
ellipse_50_a1,3316.6,0.02
ellipse_50_a2,10985.14,0.16
ellipse_50_a3,12978.96,1.27
ellipse_50_a4,16659.87,1.26
ellipse_50_b1,14271.66,1.06
ellipse_50_b2,14650.52,74.91
ellipse_55_a1,3147.1,0.02
ellipse_55_a2,10872.14,0.16
ellipse_55_a3,11258.39,1.27
ellipse_55_a4,15429.92,1.26
ellipse_55_b1,14182.88,1.06
ellipse_55_b2,13447.16,73.76
ellipse_60_a1,2956.99,0.02
ellipse_60_a2,6851.19,0.16
ellipse_60_a3,9966.56,1.28
ellipse_60_a4,13938.65,1.26
ellipse_60_b1,12414.35,1.06
ellipse_60_b2,12140.83,73.36
ellipse_65_a1,2772.8,0.02
ellipse_65_a2,2772.8,0.16
ellipse_65_a3,8424.66,1.27
ellipse_65_a4,13134.55,1.27
ellipse_65_b1,10061.91,1.06
ellipse_65_b2,10818.85,75.86
ellipse_70_a1,2594.53,0.02
ellipse_70_a2,2594.53,0.16
ellipse_70_a3,6390.96,1.27
ellipse_70_a4,11848.33,1.27
ellipse_70_b1,9938.82,1.06
ellipse_70_b2,9581.02,75.55
ellipse_75_a1,2422.18,0.02
ellipse_75_a2,2422.18,0.16
ellipse_75_a3,5768.19,1.27
ellipse_75_a4,10309.2,1.26
ellipse_75_b1,6974.57,1.06
ellipse_75_b2,8183.8,74.87
ellipse_80_a1,2255.76,0.02
ellipse_80_a2,2255.76,0.16
ellipse_80_a3,4662.41,1.27
ellipse_80_a4,8272.38,1.26
ellipse_80_b1,6839.85,1.06
ellipse_80_b2,6930.58,77.02
ellipse_85_a1,2095.26,0.02
ellipse_85_a2,2095.26,0.16
ellipse_85_a3,4033.42,1.27
ellipse_85_a4,6698.39,1.27
ellipse_85_b1,5556.26,1.06
ellipse_85_b2,5686.05,74.35
ellipse_90_a1,1940.69,0.02
ellipse_90_a2,1940.69,0.17
ellipse_90_a3,2915.95,1.27
ellipse_90_a4,5597.92,1.26
ellipse_90_b1,4262.74,1.06
ellipse_90_b2,4325.63,73.48
random_squares_small_10_a1,23374.14,0.02
random_squares_small_10_a2,26076.56,0.16
random_squares_small_10_a3,25997.94,1.28
random_squares_small_10_a4,25997.94,1.27
random_squares_small_10_b1,25936.17,1.06
random_squares_small_10_b2,26024.5,75.68
random_squares_small_15_a1,22123.83,0.02
random_squares_small_15_a2,25972.36,0.16
random_squares_small_15_a3,25692.47,1.26
random_squares_small_15_a4,25650.49,1.26
random_squares_small_15_b1,25522.53,1.06
random_squares_small_15_b2,25677.48,74.4
random_squares_small_20_a1,20873.53,0.02
random_squares_small_20_a2,25414.11,0.16
random_squares_small_20_a3,25232.49,1.28
random_squares_small_20_a4,25069.03,1.26
random_squares_small_20_b1,25089.78,1.06
random_squares_small_20_b2,25204.38,74.76
random_squares_small_25_a1,19623.22,0.02
random_squares_small_25_a2,25205.73,0.16
random_squares_small_25_a3,24714.47,1.28
random_squares_small_25_a4,24580.49,1.26
random_squares_small_25_b1,24248.73,1.06
random_squares_small_25_b2,24627.54,74.19
random_squares_small_30_a1,18372.92,0.02
random_squares_small_30_a2,24997.34,0.16
random_squares_small_30_a3,24334.9,1.27
random_squares_small_30_a4,23698.96,1.27
random_squares_small_30_b1,23577.82,1.06
random_squares_small_30_b2,23924.82,74.46
random_squares_small_35_a1,17122.61,0.02
random_squares_small_35_a2,24022.32,0.16
random_squares_small_35_a3,23562.34,1.27
random_squares_small_35_a4,22550.39,1.26
random_squares_small_35_b1,22927.13,1.06
random_squares_small_35_b2,23065.86,75.73
random_squares_small_40_a1,15872.3,0.02
random_squares_small_40_a2,23709.75,0.16
random_squares_small_40_a3,22560.26,1.28
random_squares_small_40_a4,21828.76,1.27
random_squares_small_40_b1,21719.29,1.06
random_squares_small_40_b2,22086.28,74.79
random_squares_small_45_a1,14622.0,0.02
random_squares_small_45_a2,22422.15,0.16
random_squares_small_45_a3,21291.13,1.27
random_squares_small_45_a4,20823.12,1.27
random_squares_small_45_b1,19914.96,1.06
random_squares_small_45_b2,20966.59,75.29
random_squares_small_50_a1,13371.69,0.02
random_squares_small_50_a2,22005.38,0.16
random_squares_small_50_a3,20105.97,1.28
random_squares_small_50_a4,19328.94,1.26
random_squares_small_50_b1,18305.23,1.06
random_squares_small_50_b2,19762.17,72.82
random_squares_small_55_a1,12121.39,0.02
random_squares_small_55_a2,21588.62,0.17
random_squares_small_55_a3,18795.78,1.28
random_squares_small_55_a4,17091.68,1.28
random_squares_small_55_b1,16685.94,1.07
random_squares_small_55_b2,18424.42,82.97
random_squares_small_60_a1,10871.08,0.02
random_squares_small_60_a2,21171.85,0.16
random_squares_small_60_a3,16897.03,1.28
random_squares_small_60_a4,15197.4,1.27
random_squares_small_60_b1,15653.58,1.07
random_squares_small_60_b2,16907.45,78.35
random_squares_small_65_a1,9620.77,0.02
random_squares_small_65_a2,19363.29,0.16
random_squares_small_65_a3,15633.3,1.29
random_squares_small_65_a4,13796.14,1.28
random_squares_small_65_b1,13994.97,1.07
random_squares_small_65_b2,15366.87,76.05
random_squares_small_70_a1,8370.47,0.02
random_squares_small_70_a2,14354.39,0.16
random_squares_small_70_a3,14294.55,1.28
random_squares_small_70_a4,12319.86,1.28
random_squares_small_70_b1,12858.41,1.07
random_squares_small_70_b2,13656.27,75.66
random_squares_small_75_a1,7120.16,0.02
random_squares_small_75_a2,13520.85,0.16
random_squares_small_75_a3,12304.72,1.28
random_squares_small_75_a4,10000.47,1.28
random_squares_small_75_b1,10320.51,1.07
random_squares_small_75_b2,11745.42,76.19
random_squares_small_80_a1,5869.86,0.02
random_squares_small_80_a2,10982.95,0.16
random_squares_small_80_a3,10573.9,1.27
random_squares_small_80_a4,8937.71,1.27
random_squares_small_80_b1,8791.62,1.06
random_squares_small_80_b2,9708.73,73.28
random_squares_small_85_a1,4619.55,0.02
random_squares_small_85_a2,8236.66,0.16
random_squares_small_85_a3,8091.98,1.27
random_squares_small_85_a4,6789.82,1.26
random_squares_small_85_b1,7461.57,1.06
random_squares_small_85_b2,7668.26,73.48
random_squares_small_90_a1,3369.25,0.02
random_squares_small_90_a2,7194.74,0.16
random_squares_small_90_a3,5894.07,1.27
random_squares_small_90_a4,4746.42,1.27
random_squares_small_90_b1,5555.24,1.06
random_squares_small_90_b2,5509.7,80.24
random_squares_large_10_a1,26322.23,0.02
random_squares_large_10_a2,26322.23,0.16
random_squares_large_10_a3,25840.53,1.28
random_squares_large_10_a4,26001.1,1.28
random_squares_large_10_b1,25901.7,1.07
random_squares_large_10_b2,25981.98,75.69
random_squares_large_15_a1,26322.23,0.02
random_squares_large_15_a2,25954.27,0.16
random_squares_large_15_a3,25527.43,1.28
random_squares_large_15_a4,25704.05,1.28
random_squares_large_15_b1,25533.74,1.07
random_squares_large_15_b2,25623.98,81.62
random_squares_large_20_a1,26322.23,0.02
random_squares_large_20_a2,25853.91,0.16
random_squares_large_20_a3,25085.87,1.28
random_squares_large_20_a4,25310.67,1.28
random_squares_large_20_b1,24984.18,1.07
random_squares_large_20_b2,25174.85,76.36
random_squares_large_25_a1,19498.19,0.02
random_squares_large_25_a2,25753.56,0.16
random_squares_large_25_a3,24616.22,1.28
random_squares_large_25_a4,24684.46,1.28
random_squares_large_25_b1,24453.74,1.07
random_squares_large_25_b2,24583.72,79.14
random_squares_large_30_a1,26322.23,0.02
random_squares_large_30_a2,25653.21,0.16
random_squares_large_30_a3,24234.88,1.28
random_squares_large_30_a4,24074.31,1.28
random_squares_large_30_b1,23837.29,1.07
random_squares_large_30_b2,23905.78,85.15
random_squares_large_35_a1,17089.71,0.02
random_squares_large_35_a2,24014.1,0.16
random_squares_large_35_a3,23552.47,1.29
random_squares_large_35_a4,23367.82,1.28
random_squares_large_35_b1,22805.08,1.07
random_squares_large_35_b2,23035.89,77.82
random_squares_large_40_a1,15885.47,0.02
random_squares_large_40_a2,22843.31,0.16
random_squares_large_40_a3,22564.99,1.29
random_squares_large_40_a4,22564.99,1.29
random_squares_large_40_b1,21973.58,1.08
random_squares_large_40_b2,22087.47,82.34
random_squares_large_45_a1,14681.22,0.02
